Rename Method	Translation	Positive	Negative	EmotionRationale
1445 commit 033deef884947574681e7f3cf05863a0e85b3242 refactoring on shapepropertymanager 	1445 commit 033deef884947574681e7f3cf05863a0e85b3242 refactoring on shapepropertymanager	1	-1	 1445[0] commit[0] 033deef884947574681e7f3cf05863a0e85b3242[0] refactoring[0] on[0] shapepropertymanager[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2165 commit cfb749830aed969b1214e2aa131edd7c60678cbb (merger) code cleaning. 	2165 commit cfb749830aed969b1214e2a131edd7c60678cbb (merger) code cleaning.	1	-1	 2165[0] commit[0] cfb749830aed969b1214e2aa131edd7c60678cbb/cfb749830aed969b1214e2a131edd7c60678cbb[0] merger[0] code[0] cleaning[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2567 commit 0078494b10367e6a6184a56aee343ea223c8bb3d (refactoring) replace node by block 	2567 commit 0078494b10367e6a6184a56aee343ea223c8bb3d (refactoring) replace node by block	1	-1	 2567[0] commit[0] 0078494b10367e6a6184a56aee343ea223c8bb3d[0] refactoring[0] replace[0] node[0] by[0] block[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2872 commit 7fa72627ad62a67e07515f44d29b66a26e97cd75 (tta) refactoring. 	2872 commit 7fa72627ad62a67e07515f44d29b66a26e97cd75 (tta) refactoring.	1	-1	 2872[0] commit[0] 7fa72627ad62a67e07515f44d29b66a26e97cd75[0] tta[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3150 commit 1c4ae40167688c7b4d8b6dde247e9d0d7df58e50 (core) renamed getentity to getchild. some refactoring in getadapter to delegate to super by default. 	3150 commit 1c4ae40167688c7b4d8b6dde247e9d0d7df58e50 (core) renamed getentity to getchild.<br> some refactoring in getadapter to delegate to super by default.	1	-2	 3150[0] commit[0] 1c4ae40167688c7b4d8b6dde247e9d0d7df58e50[0] core[0] renamed[0] getentity[0] to[0] getchild[0] [[Sentence=-1,1=word max, 1-5]] some[0] refactoring[0] in[0] getadapter[0] to[0] delegate[0] to[0] super[0] by[0] default[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
3199 commit 4f7c2b93f704a9c0d1c9b021fdbd7167b1d2f56a (core) refactore the static normalizer to make easier its use with the qsdf normalizer. 	3199 commit 4f7c2b93f704a9c0d1c9b021fdbd7167b1d2f56a (core) refactore the static normalizer to make easier its use with the qsdf normalizer.	1	-1	 3199[0] commit[0] 4f7c2b93f704a9c0d1c9b021fdbd7167b1d2f56a[0] core[0] refactore[0] the[0] static[0] normalizer[0] to[0] make[0] easier[0] its[0] use[0] with[0] the[0] qsdf[0] normalizer[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3491 commit 2a05515d1c47237cf3c715eba111b0edfa24e15c (all) refactoring to remove deprecation warnings 	3491 commit 2a05515d1c47237cf3c715eba11b0edfa24e15c (all) refactoring to remove deprecation warnings	1	-1	 3491[0] commit[0] 2a05515d1c47237cf3c715eba111b0edfa24e15c/2a05515d1c47237cf3c715eba11b0edfa24e15c[0] all[0] refactoring[0] to[0] remove[0] deprecation[0] warnings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3521 commit 8ed075e8b455adfed289c664138f844496e6a339 (tta) refactoring. 	3521 commit 8ed075e8b455adfed289c664138f84496e6a339 (tta) refactoring.	1	-1	 3521[0] commit[0] 8ed075e8b455adfed289c664138f844496e6a339/8ed075e8b455adfed289c664138f84496e6a339[0] tta[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3560 commit 9a69555f01af3cce3cc9b9863315618dc94eb1c2 (tta) continue the refactoring. 	3560 commit 9a6955f01af3cce3cc9b9863315618dc94eb1c2 (tta) continue the refactoring.	1	-1	 3560[0] commit[0] 9a69555f01af3cce3cc9b9863315618dc94eb1c2/9a6955f01af3cce3cc9b9863315618dc94eb1c2[0] tta[0] continue[0] the[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3575 commit 73108d48da30c48550c15b58e1cc82f4dfb04a0e (tta) big refactoring to enable the mapping of several actors on the same processor. first, the whole design is build from the network and the mapping. then, the hardware code is generated from the design. 	3575 commit 73108d48da30c48550c15b58e1cc82f4dfb04a0e (tta) big refactoring to enable the mapping of several actors on the same processor.<br> first, the whole design is build from the network and the mapping.<br> then, the hardware code is generated from the design.	1	-1	 3575[0] commit[0] 73108d48da30c48550c15b58e1cc82f4dfb04a0e[0] tta[0] big[0] refactoring[0] to[0] enable[0] the[0] mapping[0] of[0] several[0] actors[0] on[0] the[0] same[0] processor[0] [[Sentence=-1,1=word max, 1-5]] first[0] the[0] whole[0] design[0] is[0] build[0] from[0] the[0] network[0] and[0] the[0] mapping[0] [[Sentence=-1,1=word max, 1-5]] then[0] the[0] hardware[0] code[0] is[0] generated[0] from[0] the[0] design[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3882 commit 72b521826fd8e18e3e34fde86f263108ffc2f707 (refactoring) homogenize the methods 'isblocknode/isifnode/etc' according to the name of the classes. 	3882 commit 72b521826fd8e18e3e34fde86f263108ffc2f707 (refactoring) homogenize the methods 'isblocknode/isifnode/etc' according to the name of the classes.	1	-1	 3882[0] commit[0] 72b521826fd8e18e3e34fde86f263108ffc2f707[0] refactoring[0] homogenize[0] the[0] methods[0] 'isblocknode/isifnode/etc'[0] according[0] to[0] the[0] name[0] of[0] the[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3883 commit 0dc181b6d68b06addf247d6c21e084f992aba921 (refactoring) homogenize the methods 'isbooleanexpr/isintexpr/etc' according to the name of the classes. 	3883 commit 0dc181b6d68b06addf247d6c21e084f992aba921 (refactoring) homogenize the methods 'isbooleanexpr/isintexpr/etc' according to the name of the classes.	1	-1	 3883[0] commit[0] 0dc181b6d68b06addf247d6c21e084f992aba921[0] refactoring[0] homogenize[0] the[0] methods[0] 'isbooleanexpr/isintexpr/etc'[0] according[0] to[0] the[0] name[0] of[0] the[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3987 commit 4eee2be37379481e76dbd6a4020e7773aed57312 refactoring with a new fsm model -- applying matthieu's patch working on llvm and c 	3987 commit 4ee2be37379481e76dbd6a4020e773aed57312 refactoring with a new fsm model - applying matthieu's patch working on llvm and c	2	-1	 3987[0] commit[0] 4eee2be37379481e76dbd6a4020e7773aed57312/4ee2be37379481e76dbd6a4020e773aed57312[0][+0.6 MultipleLetters] refactoring[0] with[0] a[0] new[0] fsm[0] model[0] applying[0] matthieu's[0] patch[0] working[0] on[0] llvm[0] and[0] c[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
4108 commit 6eac0b09608992588b2fc0368febcba64a1a6836 (refactoring) renamed getactors to getallactors (to be similar to getallnetworks). 	4108 commit 6eac0b09608992588b2fc0368febcba64a1a6836 (refactoring) renamed getactors to getallactors (to be similar to getallnetworks)	1	-1	 4108[0] commit[0] 6eac0b09608992588b2fc0368febcba64a1a6836[0] refactoring[0] renamed[0] getactors[0] to[0] getallactors[0] to[0] be[0] similar[0] to[0] getallnetworks[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4189 commit c86165f4a0375cfad9506d9e5eff07b5446f93b6 (refactoring) removed networkvisitor, which was rendered obsolete when network was modeled as part of the df ecore model. all now extend dfswitch or abstractactorvisitor (which should probably be renamed too, but that's another story) 	4189 commit c86165f4a0375cfad9506d9e5eff07b5446f93b6 (refactoring) removed networkvisitor, which was rendered obsolete when network was modeled as part of the df ecore model.<br> all now extend dfswitch or abstractactorvisitor (which should probably be renamed too, but that's another story)	1	-1	 4189[0] commit[0] c86165f4a0375cfad9506d9e5eff07b5446f93b6[0] refactoring[0] removed[0] networkvisitor[0] which[0] was[0] rendered[0] obsolete[0] when[0] network[0] was[0] modeled[0] as[0] part[0] of[0] the[0] df[0] ecore[0] model[0] [[Sentence=-1,1=word max, 1-5]] all[0] now[0] extend[0] dfswitch[0] or[0] abstractactorvisitor[0] which[0] should[0] probably[0] be[0] renamed[0] too[0] but[0] that's[0] another[0] story[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4214 commit 8c00cac975ce3b5091dc1d09e0086708a611e4c7 (refactoring) removed actorvisitor (superseded by dfswitch) 	4214 commit 8c00cac975ce3b5091dc1d09e0086708a611e4c7 (refactoring) removed actorvisitor (superseded by dfswitch)	1	-1	 4214[0] commit[0] 8c00cac975ce3b5091dc1d09e0086708a611e4c7[0] refactoring[0] removed[0] actorvisitor[0] superseded[0] by[0] dfswitch[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4249 commit 3b87b80a7fe9b633978151dd089d9f85248078b0 (refactoring) renamed getincomingedges to getincoming, and getoutgoingedges to getoutgoing 	4249 commit 3b87b80a7fe9b633978151dd089d9f85248078b0 (refactoring) renamed getincomingedges to getincoming, and getoutgoingedges to getoutgoing	1	-1	 4249[0] commit[0] 3b87b80a7fe9b633978151dd089d9f85248078b0[0] refactoring[0] renamed[0] getincomingedges[0] to[0] getincoming[0] and[0] getoutgoingedges[0] to[0] getoutgoing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4519 commit aaeba5829fc81923047b02039f3b82d837392362 (core) added some helper methods, and refactored (finally found the most appropriate name for the attributes of an annotation) 	4519 commit aeba5829fc81923047b02039f3b82d837392362 (core) added some helper methods, and refactored (finally found the most appropriate name for the attributes of an annotation)	1	-1	 4519[0] commit[0] aaeba5829fc81923047b02039f3b82d837392362/aeba5829fc81923047b02039f3b82d837392362[0] core[0] added[0] some[0] helper[0] methods[0] and[0] refactored[0] finally[0] found[0] the[0] most[0] appropriate[0] name[0] for[0] the[0] attributes[0] of[0] an[0] annotation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4520 commit d27c4960edd8528e3e496c8c44ceae29730f99c0 (front-end   core) added support for annotations in the front-end. some refactoring, too. 	4520 commit d27c4960edd8528e3e496c8c44ceae29730f99c0 (front-end   core) added support for annotations in the front-end.<br> some refactoring, too.	1	-1	 4520[0] commit[0] d27c4960edd8528e3e496c8c44ceae29730f99c0[0] front[0] end[0] core[0] added[0] support[0] for[0] annotations[0] in[0] the[0] front[0] end[0] [[Sentence=-1,1=word max, 1-5]] some[0] refactoring[0] too[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4557 commit 44fa55f8058295d214700fc895cb95a4968c65d1 (tests) refactoring, and added test for elsif 	4557 commit 44fa55f8058295d214700fc895cb95a4968c65d1 (tests) refactoring, and added test for elsif	1	-1	 4557[0] commit[0] 44fa55f8058295d214700fc895cb95a4968c65d1[0] tests[0] refactoring[0] and[0] added[0] test[0] for[0] elsif[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4562 commit 1634728cca2ce396928dbae2545ed4a8a6a510ec (front-end) small refactoring to have the following order: expressions followed by map, types followed by map 	4562 commit 1634728cca2ce396928dbae2545ed4a8a6a510ec (front-end) small refactoring to have the following order: expressions followed by map, types followed by map	1	-1	 4562[0] commit[0] 1634728cca2ce396928dbae2545ed4a8a6a510ec[0] front[0] end[0] small[0] refactoring[0] to[0] have[0] the[0] following[0] order[0] expressions[0] followed[0] by[0] map[0] types[0] followed[0] by[0] map[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4728 commit e22275ef56a3d52f71006e222e8f2b064f4a8cc0 (merger) slight changes and code cleaning. 	4728 commit e2275ef56a3d52f71006e22e8f2b064f4a8cc0 (merger) slight changes and code cleaning.	2	-1	 4728[0] commit[0] e22275ef56a3d52f71006e222e8f2b064f4a8cc0/e2275ef56a3d52f71006e22e8f2b064f4a8cc0[0][+0.6 MultipleLetters] merger[0] slight[0] changes[0] and[0] code[0] cleaning[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
4768 commit 265fcc7efdbddafcaceba015feb931575c7e8d59 (front-end) validator: refactoring and removed checkuniquenames because it is no longer necessary (since now we let xtext handles that) 	4768 commit 265fcc7efdbddafcaceba015feb931575c7e8d59 (front-end) validator: refactoring and removed checkuniquenames because it is no longer necessary (since now we let xtext handles that)	1	-1	 4768[0] commit[0] 265fcc7efdbddafcaceba015feb931575c7e8d59[0] front[0] end[0] validator[0] refactoring[0] and[0] removed[0] checkuniquenames[0] because[0] it[0] is[0] no[0] longer[0] necessary[0] since[0] now[0] we[0] let[0] xtext[0] handles[0] that[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4815 commit 7ea619cab74e3eb45c4b1a63ac06ea8de4b2bd02 (refactoring) renamed typelist#getelementtype to typelist#getinnermosttype 	4815 commit 7ea619cab74e3eb45c4b1a63ac06ea8de4b2bd02 (refactoring) renamed typelist#getelementtype to typelist#getinnermosttype	1	-1	 4815[0] commit[0] 7ea619cab74e3eb45c4b1a63ac06ea8de4b2bd02[0] refactoring[0] renamed[0] typelist#getelementtype[0] to[0] typelist#getinnermosttype[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5238 commit af715ba1261fc07131bb4b3919cda726a99d0926 some refactoring and improvements to the sexp api 	5238 commit af715ba1261fc07131bb4b3919cda726a99d0926 some refactoring and improvements to the sexp api	2	-1	 5238[0] commit[0] af715ba1261fc07131bb4b3919cda726a99d0926[0] some[0] refactoring[0] and[0] improvements[1] to[0] the[0] sexp[0] api[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
5538 commit 83cd49778468b30403991da2c0105e0198ab1a94 rename method from getcontentclass to getmoc to be more consistent. 	5538 commit 83cd49778468b30403991da2c0105e0198ab1a94 rename method from getcontentclass to getmoc to be more consistent.	1	-1	 5538[0] commit[0] 83cd49778468b30403991da2c0105e0198ab1a94[0] rename[0] method[0] from[0] getcontentclass[0] to[0] getmoc[0] to[0] be[0] more[0] consistent[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5600 commit db26e1bcb5789adf9f1d3dc86c786611ec96843c refactoring expression printer and type printer. 	5600 commit db26e1bcb5789adf9f1d3dc86c786611ec96843c refactoring expression printer and type printer.	1	-1	 5600[0] commit[0] db26e1bcb5789adf9f1d3dc86c786611ec96843c[0] refactoring[0] expression[0] printer[0] and[0] type[0] printer[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5625 commit 9825173ade7fc4eed499d0f6d7dc6c7883deadbd some refactoring in pattern. added model adaptor in printer to handle emap. 	5625 commit 9825173ade7fc4eed499d0f6d7dc6c7883deadbd some refactoring in pattern.<br> added model adaptor in printer to handle emap.	1	-1	 5625[0] commit[0] 9825173ade7fc4eed499d0f6d7dc6c7883deadbd[0] some[0] refactoring[0] in[0] pattern[0] [[Sentence=-1,1=word max, 1-5]] added[0] model[0] adaptor[0] in[0] printer[0] to[0] handle[0] emap[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5628 commit 551e4ca18205d1d9caf2c6baad46a79365341440 corrections and refactoring related to peekpattern in action. 	5628 commit 551e4ca18205d1d9caf2c6bad46a79365341440 corrections and refactoring related to peekpattern in action.	1	-1	 5628[0] commit[0] 551e4ca18205d1d9caf2c6baad46a79365341440/551e4ca18205d1d9caf2c6bad46a79365341440[0] corrections[0] and[0] refactoring[0] related[0] to[0] peekpattern[0] in[0] action[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5664 commit 847256f4f327de210f6d9e7ecc6c34a7a58827af solved bugs. refactoring. 	5664 commit 847256f4f327de210f6d9e7ecc6c34a7a58827af solved bugs.<br> refactoring.	1	-1	 5664[0] commit[0] 847256f4f327de210f6d9e7ecc6c34a7a58827af[0] solved[0] bugs[0] [[Sentence=-1,1=word max, 1-5]] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5923 commit e981e58d1a0b4041a542c46b2cba6822bdcb9d30 vhdl back-end: refactoring the "array to ram" transformation. this looks a lot better. filled the printram* templates. simplified the actionsplitter (and removed the arraytoramsplitter), the action splitter now only splits actions when encountering a splitinstruction. this is a lot easier to use and maintain. the transformation does not work yet though, but at least the basics are here. 	5923 commit e981e58d1a0b4041a542c46b2cba6822bdcb9d30 vhdl back-end: refactoring the "array to ram" transformation.<br> this looks a lot better.<br> filled the printram* templates.<br> simplified the actionsplitter (and removed the arraytoramsplitter) the action splitter now only splits actions when encountering a splitinstruction.<br> this is a lot easier to use and maintain.<br> the transformation does not work yet though, but at least the basics are here.	1	-1	 5923[0] commit[0] e981e58d1a0b4041a542c46b2cba6822bdcb9d30[0] vhdl[0] back[0] end[0] refactoring[0] the[0] array[0] to[0] ram[0] transformation[0] [[Sentence=-1,1=word max, 1-5]] this[0] looks[0] a[0] lot[0] better[0] [[Sentence=-1,1=word max, 1-5]] filled[0] the[0] printram[0] templates[0] [[Sentence=-1,1=word max, 1-5]] simplified[0] the[0] actionsplitter[0] and[0] removed[0] the[0] arraytoramsplitter[0] the[0] action[0] splitter[0] now[0] only[0] splits[0] actions[0] when[0] encountering[0] a[0] splitinstruction[0] [[Sentence=-1,1=word max, 1-5]] this[0] is[0] a[0] lot[0] easier[0] to[0] use[0] and[0] maintain[0] [[Sentence=-1,1=word max, 1-5]] the[0] transformation[0] does[0] not[0] work[0] yet[0] though[0] but[0] at[0] least[0] the[0] basics[0] are[0] here[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6212 commit 8b49b2ab267dda971bfff0012fbd75d1f0a26a10 some refactoring in merger2 	6212 commit 8b49b2ab267dda971bff0012fbd75d1f0a26a10 some refactoring in merger2	1	-1	 6212[0] commit[0] 8b49b2ab267dda971bfff0012fbd75d1f0a26a10/8b49b2ab267dda971bff0012fbd75d1f0a26a10[0] some[0] refactoring[0] in[0] merger2[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6253 commit 0540033a20865b9ff608b756861bb72dbd000674 adding stores in data mover and refactoring. starts to work. 	6253 commit 0540033a20865b9ff608b756861bb72dbd00674 adding stores in data mover and refactoring.<br> starts to work.	1	-1	 6253[0] commit[0] 0540033a20865b9ff608b756861bb72dbd000674/0540033a20865b9ff608b756861bb72dbd00674[0] adding[0] stores[0] in[0] data[0] mover[0] and[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]] starts[0] to[0] work[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6279 commit cca73de0eab616488a4b83a7c0cca82a77f173e2 finally! refactoring the parameters attribute of an actor so they are now globalvariables. updated the ir format to remove the difference between parameters and state variables (after all they all are global variables now). 	6279 commit cca73de0eab616488a4b83a7c0cca82a77f173e2 finally!<br> refactoring the parameters attribute of an actor so they are now globalvariables.<br> updated the ir format to remove the difference between parameters and state variables (after all they all are global variables now)	1	-1	 6279[0] commit[0] cca73de0eab616488a4b83a7c0cca82a77f173e2[0] finally[0] [[Sentence=-1,1=word max, 1-5]] refactoring[0] the[0] parameters[0] attribute[0] of[0] an[0] actor[0] so[0] they[0] are[0] now[0] globalvariables[0] [[Sentence=-1,1=word max, 1-5]] updated[0] the[0] ir[0] format[0] to[0] remove[0] the[0] difference[0] between[0] parameters[0] and[0] state[0] variables[0] after[0] all[0] they[0] all[0] are[0] global[0] variables[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6282 commit a663cab142448cc3407bd3378209dd1758887b8b refactoring: renamed actortransformation to actorvisitor. 	6282 commit a663cab142448cc3407bd3378209dd175887b8b refactoring: renamed actortransformation to actorvisitor.	1	-1	 6282[0] commit[0] a663cab142448cc3407bd3378209dd1758887b8b/a663cab142448cc3407bd3378209dd175887b8b[0] refactoring[0] renamed[0] actortransformation[0] to[0] actorvisitor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6384 commit ecb9a2c5167a6a9c4476eb18315671a85946d9b9 experimental support of native functions/procedures/actors. refactored "external" to "native" in templates and api. added a "native" flag to actor and to the json format. 	6384 commit ecb9a2c5167a6a9c4476eb18315671a85946d9b9 experimental support of native functions/procedures/actors.<br> refactored "external" to "native" in templates and api.<br> added a "native" flag to actor and to the json format.	1	-1	 6384[0] commit[0] ecb9a2c5167a6a9c4476eb18315671a85946d9b9[0] experimental[0] support[0] of[0] native[0] functions/procedures/actors[0] [[Sentence=-1,1=word max, 1-5]] refactored[0] external[0] to[0] native[0] in[0] templates[0] and[0] api[0] [[Sentence=-1,1=word max, 1-5]] added[0] a[0] native[0] flag[0] to[0] actor[0] and[0] to[0] the[0] json[0] format[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8255 commit 2beaf0f29a086c9761f9be0ea37607eb15167189 some refactoring. actionlist now also records untagged actions. corrected the action scheduler created by asttransformer. 	8255 commit 2beaf0f29a086c9761f9be0ea37607eb15167189 some refactoring.<br> actionlist now also records untagged actions.<br> corrected the action scheduler created by asttransformer.	1	-1	 8255[0] commit[0] 2beaf0f29a086c9761f9be0ea37607eb15167189[0] some[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]] actionlist[0] now[0] also[0] records[0] untagged[0] actions[0] [[Sentence=-1,1=word max, 1-5]] corrected[0] the[0] action[0] scheduler[0] created[0] by[0] asttransformer[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8334 commit 35e736c1b98cf87a57e7c4fc81a3587b5ee92640 added copyright statements. refactored astexpressiongenerator to astgenerator (it is not an expression per se) 	8334 commit 35e736c1b98cf87a57e7c4fc81a3587b5ee92640 added copyright statements.<br> refactored astexpressiongenerator to astgenerator (it is not an expression per se)	1	-1	 8334[0] commit[0] 35e736c1b98cf87a57e7c4fc81a3587b5ee92640[0] added[0] copyright[0] statements[0] [[Sentence=-1,1=word max, 1-5]] refactored[0] astexpressiongenerator[0] to[0] astgenerator[0] it[0] is[0] not[0] an[0] expression[0] per[0] se[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
