Rename Class	Translation	Positive	Negative	EmotionRationale
6233 commit f568f3a0dd6d604d17c8ea8b98835f341822a278 refactor trust evidence api & implementation * revise trust evidence api * add skeleton of trust evidence repository component 	6233 commit f568f3a0dd6d604d17c8ea8b98835f341822a278 refactor trust evidence api & implementation * revise trust evidence api * add skeleton of trust evidence repository component	2	-1	 6233[0] commit[0] f568f3a0dd6d604d17c8ea8b98835f341822a278[0] refactor[0] trust[1] evidence[0] api[0] &[0] implementation[0] revise[0] trust[1] evidence[0] api[0] add[0] skeleton[0] of[0] trust[1] evidence[0] repository[0] component[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
6367 commit 6ec588a3d308070bed044cbb519af186f0ba2ad7 connecting activityfeed and cis, refactoring to reflect that activityfeed is general, not cis e specific 	6367 commit 6ec588a3d308070bed044cbb519af186f0ba2ad7 connecting activityfeed and cis, refactoring to reflect that activityfeed is general, not cis e specific	1	-1	 6367[0] commit[0] 6ec588a3d308070bed044cbb519af186f0ba2ad7[0] connecting[0] activityfeed[0] and[0] cis[0] refactoring[0] to[0] reflect[0] that[0] activityfeed[0] is[0] general[0] not[0] cis[0] e[0] specific[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6798 commit 0d5e1674a6ff6e63e6c1da92dcaa5050c71b1ba5 refactoring and update engine 	6798 commit 0d5e1674a6ff6e63e6c1da92dca5050c71b1ba5 refactoring and update engine	1	-1	 6798[0] commit[0] 0d5e1674a6ff6e63e6c1da92dcaa5050c71b1ba5/0d5e1674a6ff6e63e6c1da92dca5050c71b1ba5[0] refactoring[0] and[0] update[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7597 commit b95f5e4bb7964c1ba326a6004f0ea215dbfdba78 merged with current development branch and refactored userpreferencemanagement and personalisationmanager 	7597 commit b95f5e4bb7964c1ba326a6004f0ea215dbfdba78 merged with current development branch and refactored userpreferencemanagement and personalisationmanager	1	-1	 7597[0] commit[0] b95f5e4bb7964c1ba326a6004f0ea215dbfdba78[0] merged[0] with[0] current[0] development[0] branch[0] and[0] refactored[0] userpreferencemanagement[0] and[0] personalisationmanager[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7899 commit 620066f85ab8c6a8bdc0b872aa052109aff4fa11 refactor cssmgmt osgi/android interfaces and classes 	7899 commit 620066f85ab8c6a8bdc0b872a052109aff4fa11 refactor cssmgmt osgi/android interfaces and classes	1	-1	 7899[0] commit[0] 620066f85ab8c6a8bdc0b872aa052109aff4fa11/620066f85ab8c6a8bdc0b872a052109aff4fa11[0] refactor[0] cssmgmt[0] osgi/android[0] interfaces[0] and[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8137 commit 54ad46ccb9113b38b542f74145f4eab36adaf3b6 refactored comms fwrk api to appropriate folder; xc to xc communication now works 	8137 commit 54ad46ccb9113b38b542f74145f4eab36adaf3b6 refactored comms fwrk api to appropriate folder; xc to xc communication now works	1	-1	 8137[0] commit[0] 54ad46ccb9113b38b542f74145f4eab36adaf3b6[0] refactored[0] comms[0] fwrk[0] api[0] to[0] appropriate[0] folder[0] xc[0] to[0] xc[0] communication[0] now[0] works[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8194 commit f2fb1b14c15be895cad163dabed0bfbb00d02b92 restructure packages in communitycontextinferencemanagement project 	8194 commit f2fb1b14c15be895cad163dabed0bfbb00d02b92 restructure packages in communitycontextinferencemanagement project	1	-1	 8194[0] commit[0] f2fb1b14c15be895cad163dabed0bfbb00d02b92[0] restructure[0] packages[0] in[0] communitycontextinferencemanagement[0] project[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8198 commit 6e327ec06063ac5841297d9282fb10e8f70dc60a restructure packages in usercontextinferencemanagement project 	8198 commit 6e327ec06063ac5841297d9282fb10e8f70dc60a restructure packages in usercontextinferencemanagement project	1	-1	 8198[0] commit[0] 6e327ec06063ac5841297d9282fb10e8f70dc60a[0] restructure[0] packages[0] in[0] usercontextinferencemanagement[0] project[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8216 commit 9aabb415b4650477ac7727bdf17a24ce244b22ab restructure packages in communitycontexthistorymanagement project 	8216 commit 9abb415b4650477ac7727bdf17a24ce244b22ab restructure packages in communitycontexthistorymanagement project	1	-1	 8216[0] commit[0] 9aabb415b4650477ac7727bdf17a24ce244b22ab/9abb415b4650477ac7727bdf17a24ce244b22ab[0] restructure[0] packages[0] in[0] communitycontexthistorymanagement[0] project[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8331 commit cef4b59d087f1a494802a8627e2457aee54e1672 refactoring based on new design 	8331 commit cef4b59d087f1a494802a8627e2457aee54e1672 refactoring based on new design	1	-1	 8331[0] commit[0] cef4b59d087f1a494802a8627e2457aee54e1672[0] refactoring[0] based[0] on[0] new[0] design[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8768 commit 72714450aa70d33d9dbc3712c08bb3ef382653a7 * refactor usercontextdbmanagement package structure * test callback implementation 	8768 commit 72714450a70d33d9dbc3712c08bb3ef382653a7 * refactor usercontextdbmanagement package structure * test callback implementation	1	-1	 8768[0] commit[0] 72714450aa70d33d9dbc3712c08bb3ef382653a7/72714450a70d33d9dbc3712c08bb3ef382653a7[0] refactor[0] usercontextdbmanagement[0] package[0] structure[0] test[0] callback[0] implementation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
