Rename Method	Translation	Positive	Negative	EmotionRationale
2483 commit 85ed542c166e29d59bf8e660100f0c32fcec9d56 refactor pixel extraction ui. add pattern sub dialog after directory selection refactor pixexop 	2483 commit 85ed542c166e29d59bf8e660100f0c32fcec9d56 refactor pixel extraction ui.<br> add pattern sub dialog after directory selection refactor pixexop	1	-1	 2483[0] commit[0] 85ed542c166e29d59bf8e660100f0c32fcec9d56[0] refactor[0] pixel[0] extraction[0] ui[0] [[Sentence=-1,1=word max, 1-5]] add[0] pattern[0] sub[0] dialog[0] after[0] directory[0] selection[0] refactor[0] pixexop[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2599 commit bc07cc1605b06f0b6f8fcacf421fd038d63ff9d2 refactorings 	2599 commit bc07cc1605b06f0b6f8fcacf421fd038d63ff9d2 refactorings	1	-1	 2599[0] commit[0] bc07cc1605b06f0b6f8fcacf421fd038d63ff9d2[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3461 commit 66569cc45fc70aac112277cec6a5b1735619be9e statisticspanels refactoring 	3461 commit 66569cc45fc70ac112277cec6a5b1735619be9e statisticspanels refactoring	1	-1	 3461[0] commit[0] 66569cc45fc70aac112277cec6a5b1735619be9e/66569cc45fc70ac112277cec6a5b1735619be9e[0] statisticspanels[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3491 commit c8c07e1d3d73d00a68c6fbd69be96d7867a31725 refactorings 	3491 commit c8c07e1d3d73d00a68c6fbd69be96d7867a31725 refactorings	1	-1	 3491[0] commit[0] c8c07e1d3d73d00a68c6fbd69be96d7867a31725[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3492 commit f939df894e67770c31f9a75d190b5a86a6da697c refactorings 	3492 commit f939df894e6770c31f9a75d190b5a86a6da697c refactorings	1	-1	 3492[0] commit[0] f939df894e67770c31f9a75d190b5a86a6da697c/f939df894e6770c31f9a75d190b5a86a6da697c[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3541 commit 03b4b02b9a305ef90c8ac9adf3864202f3f7302b restructured interpretation of csv data 	3541 commit 03b4b02b9a305ef90c8ac9adf3864202f3f7302b restructured interpretation of csv data	1	-1	 3541[0] commit[0] 03b4b02b9a305ef90c8ac9adf3864202f3f7302b[0] restructured[0] interpretation[0] of[0] csv[0] data[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4134 commit 20670c1a06ba3671820326b9404b4a100af9665e refactored pixelinfotoolview (fixed listener registration chaos) 	4134 commit 20670c1a06ba3671820326b9404b4a100af9665e refactored pixelinfotoolview (fixed listener registration chaos)	1	-2	 4134[0] commit[0] 20670c1a06ba3671820326b9404b4a100af9665e[0] refactored[0] pixelinfotoolview[0] fixed[0] listener[0] registration[0] chaos[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
4213 commit f319f517387a066ccccb6a64852250888b544744 refactored layereditor 	4213 commit f319f517387a066ccb6a6485225088b544744 refactored layereditor	2	-1	 4213[0] commit[0] f319f517387a066ccccb6a64852250888b544744/f319f517387a066ccb6a6485225088b544744[0][+0.6 MultipleLetters] refactored[0] layereditor[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
4511 commit 3c67c4c9ece6321acaf7023dbf10ef44d9e9b148 refactorings 	4511 commit 3c67c4c9ece6321acaf7023dbf10ef44d9e9b148 refactorings	1	-1	 4511[0] commit[0] 3c67c4c9ece6321acaf7023dbf10ef44d9e9b148[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4621 commit 82bf5b55323a7ca7e0fc8ac0b76f1d6767b7a6be minor refactorings 	4621 commit 82bf5b55323a7ca7e0fc8ac0b76f1d6767b7a6be minor refactorings	1	-1	 4621[0] commit[0] 82bf5b55323a7ca7e0fc8ac0b76f1d6767b7a6be[0] minor[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4722 commit 96525e1a7085620fee9e0dfc3ceda26b8cdf0441 graphecexutor refactoring 	4722 commit 96525e1a7085620fee9e0dfc3ceda26b8cdf0441 graphecexutor refactoring	1	-1	 4722[0] commit[0] 96525e1a7085620fee9e0dfc3ceda26b8cdf0441[0] graphecexutor[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4791 commit 65419604760655c09683a50e61efadf1ab81b7ef little code clean-up 	4791 commit 65419604760655c09683a50e61efadf1ab81b7ef little code clean-up	1	-1	 4791[0] commit[0] 65419604760655c09683a50e61efadf1ab81b7ef[0] little[0] code[0] clean[0] up[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5106 commit 41c9c8834b56e09acd950d1f6874a1e4c899a60d code cleanup 	5106 commit 41c9c8834b56e09acd950d1f6874a1e4c899a60d code cleanup	1	-1	 5106[0] commit[0] 41c9c8834b56e09acd950d1f6874a1e4c899a60d[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5110 commit f0269a7974a7fb99fd635a0173b5f0b4047742c3 code cleanup 	5110 commit f0269a7974a7fb99fd635a0173b5f0b4047742c3 code cleanup	1	-1	 5110[0] commit[0] f0269a7974a7fb99fd635a0173b5f0b4047742c3[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5145 commit eececa8e85492b3a428fce3ba3c90701e487c5c9 - checking for mapgeocoding, too - minor refactorings 	5145 commit eececa8e85492b3a428fce3ba3c90701e487c5c9 - checking for mapgeocoding, too - minor refactorings	1	-1	 5145[0] commit[0] eececa8e85492b3a428fce3ba3c90701e487c5c9[0] checking[0] for[0] mapgeocoding[0] too[0] minor[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5155 commit f50101b5364a5ebffec7760dfaa3c5e7e7e61b51 big refactoring with thomass and marcoz! 	5155 commit f50101b5364a5ebffec7760dfa3c5e7e7e61b51 big refactoring with thomas and marcoz!	1	-1	 5155[0] commit[0] f50101b5364a5ebffec7760dfaa3c5e7e7e61b51/f50101b5364a5ebffec7760dfa3c5e7e7e61b51[0] big[0] refactoring[0] with[0] thomass/thomas[0] and[0] marcoz[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5721 commit 5cd0dd7b594ee8a7df7461c3e32ff97343955392 refactoring of crsselectionpanel (now more customisable) 	5721 commit 5cd0dd7b594ee8a7df7461c3e32ff97343955392 refactoring of crsselectionpanel (now more customisable)	1	-1	 5721[0] commit[0] 5cd0dd7b594ee8a7df7461c3e32ff97343955392[0] refactoring[0] of[0] crsselectionpanel[0] now[0] more[0] customisable[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6070 commit 58c8e2d574c553e354f142696f040524d060dc90 pin refactoring 	6070 commit 58c8e2d574c553e354f142696f040524d060dc90 pin refactoring	1	-1	 6070[0] commit[0] 58c8e2d574c553e354f142696f040524d060dc90[0] pin[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6473 commit 7906e793dd5b21e0ac7bd1b7e76a5438af913970 refactoring of mask actions 	6473 commit 7906e793dd5b21e0ac7bd1b7e76a5438af913970 refactoring of mask actions	1	-1	 6473[0] commit[0] 7906e793dd5b21e0ac7bd1b7e76a5438af913970[0] refactoring[0] of[0] mask[0] actions[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6697 commit 8a4eab6636f5ee25b352867bbf812ae2f8243109 redesign of geocoding interface 	6697 commit 8a4eab6636f5ee25b352867bbf812ae2f8243109 redesign of geocoding interface	1	-1	 6697[0] commit[0] 8a4eab6636f5ee25b352867bbf812ae2f8243109[0] redesign[0] of[0] geocoding[0] interface[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6888 commit bc597d2b60c8cbb362bc24f59252556efa7e1fa2 multiple refactorings to simplify everything 	688 commit bc597d2b60c8cbb362bc24f59252556efa7e1fa2 multiple refactorings to simplify everything	1	-1	 6888/688[0] commit[0] bc597d2b60c8cbb362bc24f59252556efa7e1fa2[0] multiple[0] refactorings[0] to[0] simplify[0] everything[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6983 commit c477d7a3eb608888dbea1cb7cdd2de463dd135f1 refactorings 	6983 commit c477d7a3eb6088dbea1cb7cdd2de463dd135f1 refactorings	2	-1	 6983[0] commit[0] c477d7a3eb608888dbea1cb7cdd2de463dd135f1/c477d7a3eb6088dbea1cb7cdd2de463dd135f1[0][+0.6 MultipleLetters] refactorings[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
7198 commit 0b93de47c0ce7a090c1fc4360a1f0dca6efb92f8 minor refactorings 	7198 commit 0b93de47c0ce7a090c1fc4360a1f0dca6efb92f8 minor refactorings	1	-1	 7198[0] commit[0] 0b93de47c0ce7a090c1fc4360a1f0dca6efb92f8[0] minor[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7199 commit 93725627e1a3a255666fe69f46550d5da60f36ea minor refactorings and idea intentions 	7199 commit 93725627e1a3a25566fe69f46550d5da60f36ea minor refactorings and idea intentions	1	-1	 7199[0] commit[0] 93725627e1a3a255666fe69f46550d5da60f36ea/93725627e1a3a25566fe69f46550d5da60f36ea[0] minor[0] refactorings[0] and[0] idea[0] intentions[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7666 commit 11dcd608d4d7d9e5f09b1e371043106a4d7fcaab crs refactorings 	766 commit 11dcd608d4d7d9e5f09b1e371043106a4d7fcab crs refactorings	1	-1	 7666/766[0] commit[0] 11dcd608d4d7d9e5f09b1e371043106a4d7fcaab/11dcd608d4d7d9e5f09b1e371043106a4d7fcab[0] crs[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7674 commit 329870a4a36b53e9d90e4487c3a7319039858503 some refactorings 	7674 commit 329870a4a36b53e9d90e4487c3a7319039858503 some refactorings	1	-1	 7674[0] commit[0] 329870a4a36b53e9d90e4487c3a7319039858503[0] some[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7867 commit 4a9987977c663ce8c1049027de9b76d2acd9e71c tools refactoring 	7867 commit 4a9987977c663ce8c1049027de9b76d2acd9e71c tools refactoring	1	-1	 7867[0] commit[0] 4a9987977c663ce8c1049027de9b76d2acd9e71c[0] tools[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8441 commit c704df18a550b7783a658b0eb02d3a3bee85ee6c multi-level image refactoring 	8441 commit c704df18a550b7783a658b0eb02d3a3bee85ee6c multi-level image refactoring	1	-1	 8441[0] commit[0] c704df18a550b7783a658b0eb02d3a3bee85ee6c[0] multi[0] level[0] image[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8513 commit c68a9284b6505aa0ba12afbccfb515d9ac5a50df glayer refactoring 	8513 commit c68a9284b6505a0ba12afbccfb515d9ac5a50df glayer refactoring	1	-1	 8513[0] commit[0] c68a9284b6505aa0ba12afbccfb515d9ac5a50df/c68a9284b6505a0ba12afbccfb515d9ac5a50df[0] glayer[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8766 commit 4d8896efd04466f37d9c9ab5820bda468e216fcd (1) 4th development snapshot of the new color manipulation toolview (2) refactoring of the imageinfo api (3) refactoring of the image factory methods in productutils 	8766 commit 4d8896efd04466f37d9c9ab5820bda468e216fcd (1) 4th development snapshot of the new color manipulation toolview (2) refactoring of the imageinfo api (3) refactoring of the image factory methods in productutils	1	-2	 8766[0] commit[0] 4d8896efd04466f37d9c9ab5820bda468e216fcd[0] (1[0] 4th[0] development[0] snapshot[0] of[0] the[0] new[0] color[0] manipulation[-1] toolview[0] (2[0] refactoring[0] of[0] the[0] imageinfo[0] api[0] (3[0] refactoring[0] of[0] the[0] image[0] factory[0] methods[0] in[0] productutils[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
8942 commit eb6ceedcac2e7d5a1149a9d299e3e3b0e8918c9e image creation tasks refactored 	8942 commit eb6ceedcac2e7d5a1149a9d299e3e3b0e8918c9e image creation tasks refactored	1	-1	 8942[0] commit[0] eb6ceedcac2e7d5a1149a9d299e3e3b0e8918c9e[0] image[0] creation[0] tasks[0] refactored[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8945 commit 3cda16055cd8ee380e40f8edada06bc4dbc420ec -rename appdata to applicationdata - rename appid to id - move applicationdata class to internal package 	8945 commit 3cda16055cd8ee380e40f8edada06bc4dbc420ec -rename appdata to applicationdata - rename appid to id - move applicationdata class to internal package	1	-1	 8945[0] commit[0] 3cda16055cd8ee380e40f8edada06bc4dbc420ec[0] rename[0] appdata[0] to[0] applicationdata[0] rename[0] appid[0] to[0] id[0] move[0] applicationdata[0] class[0] to[0] internal[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9028 commit a66d2e56a200247d67808e43593f5829ded150e8 intmap refactoring 	9028 commit a66d2e56a200247d67808e43593f5829ded150e8 intmap refactoring	1	-1	 9028[0] commit[0] a66d2e56a200247d67808e43593f5829ded150e8[0] intmap[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9106 commit a636b43cd531959d0360c137956e56883e8b5b26 gpf refactorings 	9106 commit a636b43cd531959d0360c137956e56883e8b5b26 gpf refactorings	1	-1	 9106[0] commit[0] a636b43cd531959d0360c137956e56883e8b5b26[0] gpf[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9135 commit 8f8ad93846459a773f90b9be40be858de3610029 productmanager refactoring 	9135 commit 8f8ad93846459a773f90b9be40be858de3610029 productmanager refactoring	1	-1	 9135[0] commit[0] 8f8ad93846459a773f90b9be40be858de3610029[0] productmanager[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9283 commit 740658c0d4e49554d2bb5870a80bb388984e0156 (1) source/target selector refactorings# (2) unmixing ui development 	9283 commit 740658c0d4e49554d2bb5870a80bb388984e0156 (1) source/target selector refactorings# (2) unmixing ui development	1	-2	 9283[0] commit[0] 740658c0d4e49554d2bb5870a80bb388984e0156[0] (1[0] source/target[-1] selector[0] refactorings#[0] (2[0] unmixing[0] ui[0] development[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
9354 commit e4eae91b392add5c35dce73e6d9ddaddc4b0946f renamed a long method name to copymetadata 	9354 commit e4eae91b392add5c35dce73e6d9ddaddc4b0946f renamed a long method name to copymetadata	1	-1	 9354[0] commit[0] e4eae91b392add5c35dce73e6d9ddaddc4b0946f[0] renamed[0] a[0] long[0] method[0] name[0] to[0] copymetadata[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9431 commit 3e73c39a3b17e1a7c887f7a98590f72a116f3ce6 gpf refactoring: (1) abstractoperatorspi removed, operatorspi is base class (2) parameterconverter is now a property of operator 	9431 commit 3e73c39a3b17e1a7c887f7a98590f72a116f3ce6 gpf refactoring: (1) abstractoperatorspi removed, operatorspi is base class (2) parameterconverter is now a property of operator	1	-1	 9431[0] commit[0] 3e73c39a3b17e1a7c887f7a98590f72a116f3ce6[0] gpf[0] refactoring[0] (1[0] abstractoperatorspi[0] removed[0] operatorspi[0] is[0] base[0] class[0] (2[0] parameterconverter[0] is[0] now[0] a[0] property[0] of[0] operator[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9435 commit 0050ddaee42954a70e7f7c9c53e5d402aa4c94e6 operatorcontext refactoring 	9435 commit 0050ddaee42954a70e7f7c9c53e5d402a4c94e6 operatorcontext refactoring	1	-1	 9435[0] commit[0] 0050ddaee42954a70e7f7c9c53e5d402aa4c94e6/0050ddaee42954a70e7f7c9c53e5d402a4c94e6[0] operatorcontext[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9509 commit cd4ef492c516dfc093c3b2c6710f2b523de7b6c9 refactorings and vcs conflict res. 	9509 commit cd4ef492c516dfc093c3b2c6710f2b523de7b6c9 refactorings and vcs conflict res.	1	-1	 9509[0] commit[0] cd4ef492c516dfc093c3b2c6710f2b523de7b6c9[0] refactorings[0] and[0] vcs[0] conflict[0] res[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9575 commit ee4439f19b405758b9cef0a27568950d83433b0c gpf (mainly jai-stuff) refactorings 	9575 commit ee4439f19b405758b9cef0a27568950d83433b0c gpf (mainly jai-stuff) refactorings	1	-1	 9575[0] commit[0] ee4439f19b405758b9cef0a27568950d83433b0c[0] gpf[0] mainly[0] jai[0] stuff[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9650 commit 4a286a3861f1843711a42f9927bd95bcd50ebfa8 speedup image creation: (1) new bitraster class (2) in rasterdatanode: byte[] datamask --  bitraster validmask (3) method renamings and deprecations (4) other refactoring 	9650 commit 4a286a3861f1843711a42f9927bd95bcd50ebfa8 speedup image creation: (1) new bitraster class (2) in rasterdatanode: byte[] datamask -  bitraster validmask (3) method renamings and deprecations (4) other refactoring	1	-1	 9650[0] commit[0] 4a286a3861f1843711a42f9927bd95bcd50ebfa8[0] speedup[0] image[0] creation[0] (1[0] new[0] bitraster[0] class[0] (2[0] in[0] rasterdatanode[0] byte[][0] datamask[0] bitraster[0] validmask[0] (3[0] method[0] renamings[0] and[0] deprecations[0] (4[0] other[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9817 commit 8d64a86a08f4eb38e4b27ce9335e7f01eea6424a major graph diagram refactorings 	9817 commit 8d64a86a08f4eb38e4b27ce9335e7f01eea6424a major graph diagram refactorings	1	-1	 9817[0] commit[0] 8d64a86a08f4eb38e4b27ce9335e7f01eea6424a[0] major[0] graph[0] diagram[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
