Move Class	Translation	Positive	Negative	EmotionRationale
7677 commit 71ad9451bb38bfa7afcf895d5770f85835ae8872 sling-4048 : avoid keeping jobs in memory. another refactoring: move all configuration code into config package (wip) 	7677 commit 71ad9451bb38bfa7afcf895d5770f85835ae8872 sling-4048 : avoid keeping jobs in memory.<br> another refactoring: move all configuration code into config package (wip)	1	-2	 7677[0] commit[0] 71ad9451bb38bfa7afcf895d5770f85835ae8872[0] sling[0] -4048[0] avoid[-1] keeping[0] jobs[0] in[0] memory[0] [[Sentence=-2,1=word max, 1-5]] another[0] refactoring[0] move[0] all[0] configuration[0] code[0] into[0] config[0] package[0] wip[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
7679 commit 7dc397a2e9c13ce0da2a82d0295d00cc36ae695c sling-4048 : avoid keeping jobs in memory. another refactoring: move job cache to queue (wip) 	7679 commit 7dc397a2e9c13ce0da2a82d0295d00cc36ae695c sling-4048 : avoid keeping jobs in memory.<br> another refactoring: move job cache to queue (wip)	1	-2	 7679[0] commit[0] 7dc397a2e9c13ce0da2a82d0295d00cc36ae695c[0] sling[0] -4048[0] avoid[-1] keeping[0] jobs[0] in[0] memory[0] [[Sentence=-2,1=word max, 1-5]] another[0] refactoring[0] move[0] job[0] cache[0] to[0] queue[0] wip[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
8127 commit 151439ece7c48bb1fbd874c3fec2a7aedf8fb1ef refactoring - put pickers into separate package, align name of crud implementation 	8127 commit 151439ece7c48bb1fbd874c3fec2a7aedf8fb1ef refactoring - put pickers into separate package, align name of crud implementation	1	-1	 8127[0] commit[0] 151439ece7c48bb1fbd874c3fec2a7aedf8fb1ef[0] refactoring[0] put[0] pickers[0] into[0] separate[0] package[0] align[0] name[0] of[0] crud[0] implementation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8407 commit 9c154b5be0f085da6daa90b4fc412ec596b508a6 sling-3839 - applied marius petria's patch, refactoring packaging apis in own package 	8407 commit 9c154b5be0f085da6da90b4fc412ec596b508a6 sling-3839 - applied marius petria's patch, refactoring packaging apis in own package	1	-1	 8407[0] commit[0] 9c154b5be0f085da6daa90b4fc412ec596b508a6/9c154b5be0f085da6da90b4fc412ec596b508a6[0] sling[0] -3839[0] applied[0] marius[0] petria's[0] patch[0] refactoring[0] packaging[0] apis[0] in[0] own[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10138 commit 7da55287d5d3d8fe3a714db784a960ac5344434f sling-3219 - refactor resourceresolvertest as a real osgi test, and use events instead of sleep for sync 	10138 commit 7da55287d5d3d8fe3a714db784a960ac534434f sling-3219 - refactor resourceresolvertest as a real osgi test, and use events instead of sleep for sync	1	-1	 10138[0] commit[0] 7da55287d5d3d8fe3a714db784a960ac5344434f/7da55287d5d3d8fe3a714db784a960ac534434f[0] sling[0] -3219[0] refactor[0] resourceresolvertest[0] as[0] a[0] real[0] osgi[0] test[0] and[0] use[0] events[0] instead[0] of[0] sleep[0] for[0] sync[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10534 commit 127cdb7394b61cacc23ac806db5fe10c3113e05b sling-2024 apply slightly modified patch by chetan mehrotra (thanks alot) * change is to refactor into o.a.s.commons.log.logback * removed old slf4j implementation 	10534 commit 127cdb7394b61cacc23ac806db5fe10c3113e05b sling-2024 apply slightly modified patch by chetan mehrotra (thanks alot) * change is to refactor into o.<br>a.<br>s.<br>commons.<br>log.<br>logback * removed old slf4j implementation	2	-1	 10534[0] commit[0] 127cdb7394b61cacc23ac806db5fe10c3113e05b[0] sling[0] -2024[0] apply[0] slightly[0] modified[0] patch[0] by[0] chetan[0] mehrotra[0] thanks[1] alot[0] change[0] is[0] to[0] refactor[0] into[0] o[0] [[Sentence=-1,2=word max, 1-5]] a[0] [[Sentence=-1,1=word max, 1-5]] s[0] [[Sentence=-1,1=word max, 1-5]] commons[0] [[Sentence=-1,1=word max, 1-5]] log[0] [[Sentence=-1,1=word max, 1-5]] logback[0] removed[0] old[0] slf4j[0] implementation[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
14102 commit be0a937d667f775394467b1a6d7eee23582bf206 sling-1650 refactor auth/core, auth/form, auth/openid for the new packages identifying the auth component and refer to the new auth/core for the authentication handlers. 	14102 commit be0a937d667f775394467b1a6d7ee23582bf206 sling-1650 refactor auth/core, auth/form, auth/openid for the new packages identifying the auth component and refer to the new auth/core for the authentication handlers.	1	-1	 14102[0] commit[0] be0a937d667f775394467b1a6d7eee23582bf206/be0a937d667f775394467b1a6d7ee23582bf206[0] sling[0] -1650[0] refactor[0] auth/core[0] auth/form[0] auth/openid[0] for[0] the[0] new[0] packages[0] identifying[0] the[0] auth[0] component[0] and[0] refer[0] to[0] the[0] new[0] auth/core[0] for[0] the[0] authentication[0] handlers[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
15357 commit f2655baffb7ecd18b858bc8d18c1b7a5f984183c sling-1150 : session is not closed in getlastmodified sling-1146 : dynamicclassloaderprovider and classloaderwriter should not be a service factory and refactored session handling sling-1151 : don't export jackrabbit classes 	15357 commit f2655baffb7ecd18b858bc8d18c1b7a5f984183c sling-1150 : session is not closed in getlastmodified sling-1146 : dynamicclassloaderprovider and classloaderwriter should not be a service factory and refactored session handling sling-1151 : don't export jackrabbit classes	1	-1	 15357[0] commit[0] f2655baffb7ecd18b858bc8d18c1b7a5f984183c[0] sling[0] -1150[0] session[0] is[0] not[0] closed[0] in[0] getlastmodified[0] sling[0] -1146[0] dynamicclassloaderprovider[0] and[0] classloaderwriter[0] should[0] not[0] be[0] a[0] service[0] factory[0] and[0] refactored[0] session[0] handling[0] sling[0] -1151[0] don't[0] export[0] jackrabbit[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
15572 commit 7d597716b3cb4f91c5b91fd3fba8af562eabb43b sling-1078 - more code cleanup 	15572 commit 7d597716b3cb4f91c5b91fd3fba8af562eabb43b sling-1078 - more code cleanup	1	-1	 15572[0] commit[0] 7d597716b3cb4f91c5b91fd3fba8af562eabb43b[0] sling[0] -1078[0] more[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
15798 commit 5b8f406b5c247ae047cd90187fc17bbeef8749e0 refactor everything below a "private" impl package. this clearly indicates that nothing contained in this bundle is intended to be exported. 	15798 commit 5b8f406b5c247ae047cd90187fc17bbeef8749e0 refactor everything below a "private" impl package.<br> this clearly indicates that nothing contained in this bundle is intended to be exported.	1	-1	 15798[0] commit[0] 5b8f406b5c247ae047cd90187fc17bbeef8749e0[0] refactor[0] everything[0] below[0] a[0] private[0] impl[0] package[0] [[Sentence=-1,1=word max, 1-5]] this[0] clearly[0] indicates[0] that[0] nothing[0] contained[0] in[0] this[0] bundle[0] is[0] intended[0] to[0] be[0] exported[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
16300 commit 3561ff4fd29a219f00b13309953ab8441a3254b8 sling-713 refactor the launchpad infrastructure (see issue for details) sling-711 enhance default sling.home for the web app (see slingservlet and issue) 	16300 commit 3561ff4fd29a219f00b13309953ab8441a3254b8 sling-713 refactor the launchpad infrastructure (see issue for details) sling-711 enhance default sling.<br>home for the web ap (see slingservlet and issue)	1	-2	 16300[0] commit[0] 3561ff4fd29a219f00b13309953ab8441a3254b8[0] sling[0] -713[0] refactor[0] the[0] launchpad[0] infrastructure[0] see[0] issue[0] for[0] details[0] sling[0] -711[0] enhance[0] default[-1] sling[0] [[Sentence=-2,1=word max, 1-5]] home[0] for[0] the[0] web[0] app/ap[0] see[0] slingservlet[0] and[0] issue[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
16417 commit 92c852970734da5c138090496b65a9dfe20922c3 sling-766 : don't uninstall content when bundle is stopped. the content is now only uninstalled when the bundle is uninstalled. during installation a string array containing all paths that will be removed later on is collected which makes the uninstall easier. also refactored the classes and packages a little bit. 	16417 commit 92c852970734da5c138090496b65a9dfe20922c3 sling-766 : don't uninstall content when bundle is stopped.<br> the content is now only uninstalled when the bundle is uninstalled.<br> during installation a string array containing all paths that will be removed later on is collected which makes the uninstall easier.<br> also refactored the classes and packages a little bit.	1	-1	 16417[0] commit[0] 92c852970734da5c138090496b65a9dfe20922c3[0] sling[0] -766[0] don't[0] uninstall[0] content[0] when[0] bundle[0] is[0] stopped[0] [[Sentence=-1,1=word max, 1-5]] the[0] content[0] is[0] now[0] only[0] uninstalled[0] when[0] the[0] bundle[0] is[0] uninstalled[0] [[Sentence=-1,1=word max, 1-5]] during[0] installation[0] a[0] string[0] array[0] containing[0] all[0] paths[0] that[0] will[0] be[0] removed[0] later[0] on[0] is[0] collected[0] which[0] makes[0] the[0] uninstall[0] easier[0] [[Sentence=-1,1=word max, 1-5]] also[0] refactored[0] the[0] classes[0] and[0] packages[0] a[0] little[0] bit[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17269 commit 8e75dcab5dccf4ae10e0f743d56e63055f877e3c sling-422 implement refactoring of the slingpostservlet: - one operation at a time - extensible by implementing the slingpostoperation interface - predefined parameters and values in slingpostconstants for client side use 	17269 commit 8e75dcab5dccf4ae10e0f743d56e63055f877e3c sling-422 implement refactoring of the slingpostservlet: - one operation at a time - extensible by implementing the slingpostoperation interface - predefined parameters and values in slingpostconstants for client side use	2	-1	 17269[0] commit[0] 8e75dcab5dccf4ae10e0f743d56e63055f877e3c[0] sling[0] -422[0] implement[0] refactoring[0] of[0] the[0] slingpostservlet[0] one[0] operation[0] at[0] a[0] time[0] extensible[0] by[0] implementing[0] the[0] slingpostoperation[0] interface[0] predefined[0] parameters[0] and[0] values[1] in[0] slingpostconstants[0] for[0] client[0] side[0] use[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
17271 commit ac2555b2dde9b7c8cc81f6d28ad922057e6816dd sling-451: refactor to use servlets.resolver as package name. 	17271 commit ac255b2dde9b7c8cc81f6d28ad922057e6816dd sling-451: refactor to use servlets.<br>resolver as package name.	2	-1	 17271[0] commit[0] ac2555b2dde9b7c8cc81f6d28ad922057e6816dd/ac255b2dde9b7c8cc81f6d28ad922057e6816dd[0] sling[0] -451[0] refactor[0] to[0] use[0] servlets[0] [[Sentence=-1,1=word max, 1-5]] resolver[1] as[0] package[0] name[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
17272 commit 045dfe0695835182990137aa94aa43f41ca1732a sling-451: refactor to use servlets.get as package name. 	17272 commit 045dfe0695835182990137a94a43f41ca1732a sling-451: refactor to use servlets.<br>get as package name.	2	-1	 17272[0] commit[0] 045dfe0695835182990137aa94aa43f41ca1732a/045dfe0695835182990137a94a43f41ca1732a[0][+0.6 MultipleLetters] sling[0] -451[0] refactor[0] to[0] use[0] servlets[0] [[Sentence=-1,2=word max, 1-5]] get[0] as[0] package[0] name[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
17280 commit f35cb371cde002d83b59d748be3c5d42d21e846d sling-449: refactor core to engine. 	17280 commit f35cb371cde002d83b59d748be3c5d42d21e846d sling-449: refactor core to engine.	1	-1	 17280[0] commit[0] f35cb371cde002d83b59d748be3c5d42d21e846d[0] sling[0] -449[0] refactor[0] core[0] to[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17281 commit 8789b9a06be3545c3612f9d51082e8fd03a67a37 sling-449: refactor core to engine. 	17281 commit 8789b9a06be3545c3612f9d51082e8fd03a67a37 sling-449: refactor core to engine.	1	-1	 17281[0] commit[0] 8789b9a06be3545c3612f9d51082e8fd03a67a37[0] sling[0] -449[0] refactor[0] core[0] to[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17285 commit 15c6767b716809400ef9e923b9b9c2141d4bbb7d sling-446: refactor classes to use the commons package. 	17285 commit 15c6767b716809400ef9e923b9b9c2141d4bb7d sling-446: refactor classes to use the commons package.	1	-1	 17285[0] commit[0] 15c6767b716809400ef9e923b9b9c2141d4bbb7d/15c6767b716809400ef9e923b9b9c2141d4bb7d[0] sling[0] -446[0] refactor[0] classes[0] to[0] use[0] the[0] commons[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17365 commit d1f2535edd412bc25eac69cf0f17883f0238e624 sling-402: move osgi/commons to commons/osgi - refactor to commons package. 	17365 commit d1f2535edd412bc25eac69cf0f17883f0238e624 sling-402: move osgi/commons to commons/osgi - refactor to commons package.	1	-1	 17365[0] commit[0] d1f2535edd412bc25eac69cf0f17883f0238e624[0] sling[0] -402[0] move[0] osgi/commons[0] to[0] commons/osgi[0] refactor[0] to[0] commons[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18535 commit 5d8e362d35be433d49c11bfdf9303c07ba761862 sling-92 - refactoring to prepare for the real microjax post handler servlet 	18535 commit 5d8e362d35be433d49c11bfdf9303c07ba761862 sling-92 - refactoring to prepare for the real microjax post handler servlet	1	-1	 18535[0] commit[0] 5d8e362d35be433d49c11bfdf9303c07ba761862[0] sling[0] -92[0] refactoring[0] to[0] prepare[0] for[0] the[0] real[0] microjax[0] post[0] handler[0] servlet[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18781 commit dc290c2cbb1929ac248d5d80a4e5dbbfe7b21b5d refactor core classes part three - update other bundles. 	18781 commit dc290c2cbb1929ac248d5d80a4e5dbbfe7b21b5d refactor core classes part three - update other bundles.	1	-1	 18781[0] commit[0] dc290c2cbb1929ac248d5d80a4e5dbbfe7b21b5d[0] refactor[0] core[0] classes[0] part[0] three[0] update[0] other[0] bundles[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18784 commit 2cdaa49ccf7efe72f030fe42e0877b4ee7731e3d refactor core classes part two: move api to core package 	18784 commit 2cda49ccf7efe72f030fe42e0877b4ee7731e3d refactor core classes part two: move api to core package	1	-1	 18784[0] commit[0] 2cdaa49ccf7efe72f030fe42e0877b4ee7731e3d/2cda49ccf7efe72f030fe42e0877b4ee7731e3d[0] refactor[0] core[0] classes[0] part[0] two[0] move[0] api[0] to[0] core[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18785 commit 4960fa54c847ab507433fad484d31f3681a8967a refactor core classes part two: move api to core package 	18785 commit 4960fa54c847ab507433fad484d31f3681a8967a refactor core classes part two: move api to core package	1	-1	 18785[0] commit[0] 4960fa54c847ab507433fad484d31f3681a8967a[0] refactor[0] core[0] classes[0] part[0] two[0] move[0] api[0] to[0] core[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18786 commit d80366145da2ee7084fafee5fb0bd3c520625b6f refactor core classes part two: move api to core package 	18786 commit d80366145da2ee7084fafee5fb0bd3c520625b6f refactor core classes part two: move api to core package	1	-1	 18786[0] commit[0] d80366145da2ee7084fafee5fb0bd3c520625b6f[0] refactor[0] core[0] classes[0] part[0] two[0] move[0] api[0] to[0] core[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18787 commit 94d12362c41b70d0068e16dc12d0a2a609e7d9e1 refactor core classes part two: move api to core package 	18787 commit 94d12362c41b70d0068e16dc12d0a2a609e7d9e1 refactor core classes part two: move api to core package	1	-1	 18787[0] commit[0] 94d12362c41b70d0068e16dc12d0a2a609e7d9e1[0] refactor[0] core[0] classes[0] part[0] two[0] move[0] api[0] to[0] core[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18788 commit b5ef066830f890019d740fbf120f89c6a5643035 refactor core classes part two: move api to core package 	18788 commit b5ef066830f890019d740fbf120f89c6a5643035 refactor core classes part two: move api to core package	1	-1	 18788[0] commit[0] b5ef066830f890019d740fbf120f89c6a5643035[0] refactor[0] core[0] classes[0] part[0] two[0] move[0] api[0] to[0] core[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18789 commit 7e17d6b6dcfc3bcd2e83abd09b9dc1aa21dfd4a6 refactor core classes part one: move impl to core.impl 	18789 commit 7e17d6b6dcfc3bcd2e83abd09b9dc1a21dfd4a6 refactor core classes part one: move impl to core.<br>impl	1	-1	 18789[0] commit[0] 7e17d6b6dcfc3bcd2e83abd09b9dc1aa21dfd4a6/7e17d6b6dcfc3bcd2e83abd09b9dc1a21dfd4a6[0] refactor[0] core[0] classes[0] part[0] one[0] move[0] impl[0] to[0] core[0] [[Sentence=-1,1=word max, 1-5]] impl[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
