Rename Class	Translation	Positive	Negative	EmotionRationale
8127 commit 151439ece7c48bb1fbd874c3fec2a7aedf8fb1ef refactoring - put pickers into separate package, align name of crud implementation 	8127 commit 151439ece7c48bb1fbd874c3fec2a7aedf8fb1ef refactoring - put pickers into separate package, align name of crud implementation	1	-1	 8127[0] commit[0] 151439ece7c48bb1fbd874c3fec2a7aedf8fb1ef[0] refactoring[0] put[0] pickers[0] into[0] separate[0] package[0] align[0] name[0] of[0] crud[0] implementation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8998 commit a2e339499d6292d24e7690be18c22ea43f9ff6d8 sling-3615 : applying sling-3615-2.patch from robert munteanu, thx for the refactoring! 	8998 commit a2e339499d6292d24e7690be18c22ea43f9ff6d8 sling-3615 : applying sling-3615-2.<br>patch from robert munteanu, thanks for the refactoring!	1	-1	 8998[0] commit[0] a2e339499d6292d24e7690be18c22ea43f9ff6d8[0] sling[0] -3615[0] applying[0] sling[0] -3615[0] -2[0] [[Sentence=-1,1=word max, 1-5]] patch[0] from[0] robert[0] munteanu[0] thx[0] for[0] the[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9928 commit 29a0f8d995ca8d68f6198218a6dabcb1a5f585a4 sling-3315 - applied patch by marius petria for refactoring replication http api 	9928 commit 29a0f8d995ca8d68f6198218a6dabcb1a5f585a4 sling-3315 - applied patch by marius petria for refactoring replication http api	1	-1	 9928[0] commit[0] 29a0f8d995ca8d68f6198218a6dabcb1a5f585a4[0] sling[0] -3315[0] applied[0] patch[0] by[0] marius[0] petria[0] for[0] refactoring[0] replication[0] http[0] api[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
13102 commit dae2c8ca1fed8d016dd915c824a6982dd7b76534 sling-1992 - refactor to simplify junitservlet, and renderers are now osgi services 	13102 commit dae2c8ca1fed8d016dd915c824a6982dd7b76534 sling-1992 - refactor to simplify junitservlet, and renderers are now osgi services	1	-1	 13102[0] commit[0] dae2c8ca1fed8d016dd915c824a6982dd7b76534[0] sling[0] -1992[0] refactor[0] to[0] simplify[0] junitservlet[0] and[0] renderers[0] are[0] now[0] osgi[0] services[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
16037 commit f708c5271cea988b9ef4b4da347a223e81f146ff sling-904 - osgicontrollertask added, refactoring operations for a future worker thread 	16037 commit f708c5271cea988b9ef4b4da347a223e81f146ff sling-904 - osgicontrollertask added, refactoring operations for a future worker thread	1	-1	 16037[0] commit[0] f708c5271cea988b9ef4b4da347a223e81f146ff[0] sling[0] -904[0] osgicontrollertask[0] added[0] refactoring[0] operations[0] for[0] a[0] future[0] worker[0] thread[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
16300 commit 3561ff4fd29a219f00b13309953ab8441a3254b8 sling-713 refactor the launchpad infrastructure (see issue for details) sling-711 enhance default sling.home for the web app (see slingservlet and issue) 	16300 commit 3561ff4fd29a219f00b13309953ab8441a3254b8 sling-713 refactor the launchpad infrastructure (see issue for details) sling-711 enhance default sling.<br>home for the web ap (see slingservlet and issue)	1	-2	 16300[0] commit[0] 3561ff4fd29a219f00b13309953ab8441a3254b8[0] sling[0] -713[0] refactor[0] the[0] launchpad[0] infrastructure[0] see[0] issue[0] for[0] details[0] sling[0] -711[0] enhance[0] default[-1] sling[0] [[Sentence=-2,1=word max, 1-5]] home[0] for[0] the[0] web[0] app/ap[0] see[0] slingservlet[0] and[0] issue[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
16417 commit 92c852970734da5c138090496b65a9dfe20922c3 sling-766 : don't uninstall content when bundle is stopped. the content is now only uninstalled when the bundle is uninstalled. during installation a string array containing all paths that will be removed later on is collected which makes the uninstall easier. also refactored the classes and packages a little bit. 	16417 commit 92c852970734da5c138090496b65a9dfe20922c3 sling-766 : don't uninstall content when bundle is stopped.<br> the content is now only uninstalled when the bundle is uninstalled.<br> during installation a string array containing all paths that will be removed later on is collected which makes the uninstall easier.<br> also refactored the classes and packages a little bit.	1	-1	 16417[0] commit[0] 92c852970734da5c138090496b65a9dfe20922c3[0] sling[0] -766[0] don't[0] uninstall[0] content[0] when[0] bundle[0] is[0] stopped[0] [[Sentence=-1,1=word max, 1-5]] the[0] content[0] is[0] now[0] only[0] uninstalled[0] when[0] the[0] bundle[0] is[0] uninstalled[0] [[Sentence=-1,1=word max, 1-5]] during[0] installation[0] a[0] string[0] array[0] containing[0] all[0] paths[0] that[0] will[0] be[0] removed[0] later[0] on[0] is[0] collected[0] which[0] makes[0] the[0] uninstall[0] easier[0] [[Sentence=-1,1=word max, 1-5]] also[0] refactored[0] the[0] classes[0] and[0] packages[0] a[0] little[0] bit[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17278 commit b6c2ca068f1f414b1d4c740ee8150b0eed73201d sling-449: refactor core to engine. 	17278 commit b6c2ca068f1f414b1d4c740ee8150b0eed73201d sling-449: refactor core to engine.	1	-1	 17278[0] commit[0] b6c2ca068f1f414b1d4c740ee8150b0eed73201d[0] sling[0] -449[0] refactor[0] core[0] to[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17315 commit f23606c890a61f3ac899b03b6d4b2f47b1345a7c sling-387 refactor error handler script resolution to also use the new resolution mechanism, rename some classes to better match their functionality and cleanup code (remove unused methods and classes). 	17315 commit f23606c890a61f3ac899b03b6d4b2f47b1345a7c sling-387 refactor error handler script resolution to also use the new resolution mechanism, rename some classes to better match their functionality and cleanup code (remove unused methods and classes)	1	-1	 17315[0] commit[0] f23606c890a61f3ac899b03b6d4b2f47b1345a7c[0] sling[0] -387[0] refactor[0] error[0] handler[0] script[0] resolution[0] to[0] also[0] use[0] the[0] new[0] resolution[0] mechanism[0] rename[0] some[0] classes[0] to[0] better[0] match[0] their[0] functionality[0] and[0] cleanup[0] code[0] remove[0] unused[0] methods[0] and[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17832 commit 6e37135006911ec368ac84453a3204e3d4f132ac sling-177: remove the use of the locked class completly, refactor code. 	17832 commit 6e37135006911ec368ac84453a3204e3d4f132ac sling-177: remove the use of the locked class completly, refactor code.	1	-1	 17832[0] commit[0] 6e37135006911ec368ac84453a3204e3d4f132ac[0] sling[0] -177[0] remove[0] the[0] use[0] of[0] the[0] locked[0] class[0] completly[0] refactor[0] code[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18487 commit 415cce331942ce714b481d11b6cae89e1fcd4e00 sling-83 package reorgnaization and sling-98 api adoption included some code cleanup and simplification and renamed some classes to match actual api such as resource and objectcontentmanager 	18487 commit 415cce331942ce714b481d11b6cae89e1fcd4e00 sling-83 package reorgnaization and sling-98 api adoption included some code cleanup and simplification and renamed some classes to match actual api such as resource and objectcontentmanager	1	-1	 18487[0] commit[0] 415cce331942ce714b481d11b6cae89e1fcd4e00[0] sling[0] -83[0] package[0] reorgnaization[0] and[0] sling[0] -98[0] api[0] adoption[0] included[0] some[0] code[0] cleanup[0] and[0] simplification[0] and[0] renamed[0] some[0] classes[0] to[0] match[0] actual[0] api[0] such[0] as[0] resource[0] and[0] objectcontentmanager[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
18666 commit 4b2e3f2504886f5694b1b43e6dac0992a01b3d44 refactor event handler and put all the common stuff into abstractrepositoryeventhandler. start new timedeventhandler. 	1866 commit 4b2e3f2504886f5694b1b43e6dac0992a01b3d44 refactor event handler and put all the common stuff into abstractrepositoryeventhandler.<br> start new timedeventhandler.	1	-1	 18666/1866[0] commit[0] 4b2e3f2504886f5694b1b43e6dac0992a01b3d44[0] refactor[0] event[0] handler[0] and[0] put[0] all[0] the[0] common[0] stuff[0] into[0] abstractrepositoryeventhandler[0] [[Sentence=-1,1=word max, 1-5]] start[0] new[0] timedeventhandler[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
