Extract Method	Translation	Positive	Negative	EmotionRationale
4121 commit 9db6cd1be7b901f78f30445bed2719fe753b75c1 ejb scheduling refactor 	4121 commit 9db6cd1be7b901f78f30445bed2719fe753b75c1 ejb scheduling refactor	1	-1	 4121[0] commit[0] 9db6cd1be7b901f78f30445bed2719fe753b75c1[0] ejb[0] scheduling[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4232 commit 659e148c5ea27467a75ccc66bccb17abe9a231e4 response/chunking refactor 	4232 commit 659e148c5ea27467a75cc66bccb17abe9a231e4 response/chunking refactor	1	-1	 4232[0] commit[0] 659e148c5ea27467a75ccc66bccb17abe9a231e4/659e148c5ea27467a75cc66bccb17abe9a231e4[0] response/chunking[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4234 commit cddcd95d1da4e47b0727451036a5b2e1d69fca80 responsestream refactor 	4234 commit cddcd95d1da4e47b0727451036a5b2e1d69fca80 responsestream refactor	1	-1	 4234[0] commit[0] cddcd95d1da4e47b0727451036a5b2e1d69fca80[0] responsestream[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4243 commit 441b1835957840a73ac27310190aa5b9b067b029 request/response refactor 	4243 commit 441b1835957840a73ac27310190a5b9b067b029 request/response refactor	1	-1	 4243[0] commit[0] 441b1835957840a73ac27310190aa5b9b067b029/441b1835957840a73ac27310190a5b9b067b029[0] request/response[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4263 commit 6365caa76696cf39e80279d1264c682e8328434c connection/port refactor 	4263 commit 6365ca76696cf39e80279d1264c682e8328434c connection/port refactor	1	-1	 4263[0] commit[0] 6365caa76696cf39e80279d1264c682e8328434c/6365ca76696cf39e80279d1264c682e8328434c[0] connection/port[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4521 commit 7e0a694d78bdc19688b41da20418f6a28c748f40 ioc refactor 	4521 commit 7e0a694d78bdc19688b41da20418f6a28c748f40 ioc refactor	1	-1	 4521[0] commit[0] 7e0a694d78bdc19688b41da20418f6a28c748f40[0] ioc[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4536 commit cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800 candi refactor 	4536 commit cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800 candi refactor	1	-1	 4536[0] commit[0] cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800[0] candi[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4943 commit 70d4d917e286e269979edc1ea0266a12cd423e16 added a new config option for the scope (visibility and accesibility) of a cache, along persistence. also refactored the init() method by composing the concerns. 	4943 commit 70d4d917e286e269979edc1ea0266a12cd423e16 added a new config option for the scope (visibility and accesibility) of a cache, along persistence.<br> also refactored the init( method by composing the concerns.	1	-2	 4943[0] commit[0] 70d4d917e286e269979edc1ea0266a12cd423e16[0] added[0] a[0] new[0] config[0] option[0] for[0] the[0] scope[0] visibility[0] and[0] accesibility[0] of[0] a[0] cache[0] along[0] persistence[0] [[Sentence=-1,1=word max, 1-5]] also[0] refactored[0] the[0] init[0] method[0] by[0] composing[0] the[0] concerns[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
5064 commit 837e36d67c856dc8b23bb6e68b9de98f858466e3 pre bam refactor 	5064 commit 837e36d67c856dc8b23bb6e68b9de98f858466e3 pre bam refactor	1	-1	 5064[0] commit[0] 837e36d67c856dc8b23bb6e68b9de98f858466e3[0] pre[0] bam[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5107 commit 63099edbf3328aac202ef5cc3539f61d360fc312 cache refactor for basic performance 	5107 commit 63099edbf3328ac202ef5cc3539f61d360fc312 cache refactor for basic performance	1	-1	 5107[0] commit[0] 63099edbf3328aac202ef5cc3539f61d360fc312/63099edbf3328ac202ef5cc3539f61d360fc312[0] cache[0] refactor[0] for[0] basic[0] performance[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5146 commit f1a197281eb5013cef50d700e2e0659a368e8c44 pre-quercus statement refactor 	5146 commit f1a197281eb5013cef50d700e2e0659a368e8c44 pre-quercus statement refactor	1	-1	 5146[0] commit[0] f1a197281eb5013cef50d700e2e0659a368e8c44[0] pre[0] quercus[0] statement[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5466 commit b998f77ce26272d2144f2aafd6aa406ee7dee7e0 jsftck: array and list el resolver fixes, refactoring 	5466 commit b998f77ce26272d2144f2afd6a406ee7dee7e0 jsftck: array and list el resolver fixes, refactoring	2	-1	 5466[0] commit[0] b998f77ce26272d2144f2aafd6aa406ee7dee7e0/b998f77ce26272d2144f2afd6a406ee7dee7e0[0][+0.6 MultipleLetters] jsftck[0] array[0] and[0] list[0] el[0] resolver[1] fixes[0] refactoring[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
5809 commit 1e241dbffc0ba85a958e0433ae3db3e6a6afea0a bam php refactor 	5809 commit 1e241dbffc0ba85a958e0433ae3db3e6a6afea0a bam php refactor	1	-1	 5809[0] commit[0] 1e241dbffc0ba85a958e0433ae3db3e6a6afea0a[0] bam[0] php[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5896 commit 9c96706d0c32b126c2f0758dd950c3182ed3830f dist session basic refactoring 	5896 commit 9c96706d0c32b126c2f0758dd950c3182ed3830f dist session basic refactoring	1	-1	 5896[0] commit[0] 9c96706d0c32b126c2f0758dd950c3182ed3830f[0] dist[0] session[0] basic[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5987 commit 8a16125d2adf7fb7823395eae30168f1039df349 php mysql fixes and iconv refactor 	5987 commit 8a16125d2adf7fb7823395eae30168f1039df349 php mysql fixes and iconv refactor	1	-1	 5987[0] commit[0] 8a16125d2adf7fb7823395eae30168f1039df349[0] php[0] mysql[0] fixes[0] and[0] iconv[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6017 commit 53d8d784ac21286030b3ac03cb5408f9f3806aa7 hmpp refactor and im basics 	6017 commit 53d8d784ac21286030b3ac03cb5408f9f3806a7 hmp refactor and im basics	1	-1	 6017[0] commit[0] 53d8d784ac21286030b3ac03cb5408f9f3806aa7/53d8d784ac21286030b3ac03cb5408f9f3806a7[0] hmpp/hmp[0] refactor[0] and[0] im[0] basics[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6095 commit 7283159d51aec5ab2ce6ea6e0ccba8c37fcb0173 refactor tolong implementations into common code in stringvalue class, fix overflow support in conversion to long 	6095 commit 7283159d51aec5ab2ce6ea6e0ccba8c37fcb0173 refactor tolong implementations into common code in stringvalue class, fix overflow support in conversion to long	1	-1	 6095[0] commit[0] 7283159d51aec5ab2ce6ea6e0ccba8c37fcb0173[0] refactor[0] tolong[0] implementations[0] into[0] common[0] code[0] in[0] stringvalue[0] class[0] fix[0] overflow[0] support[0] in[0] conversion[0] to[0] long[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6239 commit b20dd74625f648612792695538771f7eab0400d7 boot refactoring 	6239 commit b20dd74625f648612792695538771f7eab0400d7 boot refactoring	1	-1	 6239[0] commit[0] b20dd74625f648612792695538771f7eab0400d7[0] boot[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6307 commit ba5bb0f2b626ee479f50d08d36f1caa6c687a9c8 add envcleanup api, refactor quercus resource cleanup into close and cleanup methods 	6307 commit ba5bb0f2b626ee479f50d08d36f1ca6c687a9c8 add envcleanup api, refactor quercus resource cleanup into close and cleanup methods	1	-1	 6307[0] commit[0] ba5bb0f2b626ee479f50d08d36f1caa6c687a9c8/ba5bb0f2b626ee479f50d08d36f1ca6c687a9c8[0] add[0] envcleanup[0] api[0] refactor[0] quercus[0] resource[0] cleanup[0] into[0] close[0] and[0] cleanup[0] methods[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6372 commit ca6893f5fa22f6c638200bb2b20cd9940ed64324 ejb refactory - basic security role checkin 	6372 commit ca6893f5fa22f6c638200bb2b20cd9940ed64324 ejb refactory - basic security role checkin	1	-1	 6372[0] commit[0] ca6893f5fa22f6c638200bb2b20cd9940ed64324[0] ejb[0] refactory[0] basic[0] security[0] role[0] checkin[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6376 commit 5d997ff9ee951e2a963c9605b0c2675a17ce082e ejb stateless remote refactor 	6376 commit 5d997ff9ee951e2a963c9605b0c2675a17ce082e ejb stateless remote refactor	1	-1	 6376[0] commit[0] 5d997ff9ee951e2a963c9605b0c2675a17ce082e[0] ejb[0] stateless[0] remote[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6377 commit eca6369331e43da71dfec5b78cf8f81bf7ea09cb ejb refactoring - 2.1 basic working 	6377 commit eca6369331e43da71dfec5b78cf8f81bf7ea09cb ejb refactoring - 2.1 basic working	1	-1	 6377[0] commit[0] eca6369331e43da71dfec5b78cf8f81bf7ea09cb[0] ejb[0] refactoring[0] 2[0] .1[0] basic[0] working[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6381 commit 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51 ejb refactor midpoint checkin 	6381 commit 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51 ejb refactor midpoint checkin	1	-1	 6381[0] commit[0] 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51[0] ejb[0] refactor[0] midpoint[0] checkin[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6463 commit 07b02607bacb5cfcb47c7ee4d0bc485f215028ab refactoring selectitems accrual to use superclass. 	6463 commit 07b02607bacb5cfcb47c7ee4d0bc485f215028ab refactoring selectitems accrual to use superclass.	1	-1	 6463[0] commit[0] 07b02607bacb5cfcb47c7ee4d0bc485f215028ab[0] refactoring[0] selectitems[0] accrual[0] to[0] use[0] superclass[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6477 commit ec9d11194ae600cb43b4046353d2bde9ea79080a config refactor 	6477 commit ec9d1194ae600cb43b4046353d2bde9ea79080a config refactor	1	-1	 6477[0] commit[0] ec9d11194ae600cb43b4046353d2bde9ea79080a/ec9d1194ae600cb43b4046353d2bde9ea79080a[0] config[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6479 commit f3b94165d9227b6a2b131b9e42e1b0b5f4a697cb config refactor preparing for spring compat 	6479 commit f3b94165d9227b6a2b131b9e42e1b0b5f4a697cb config refactor preparing for spring compat	1	-1	 6479[0] commit[0] f3b94165d9227b6a2b131b9e42e1b0b5f4a697cb[0] config[0] refactor[0] preparing[0] for[0] spring[0] compat[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6638 commit 9816cc14d2e4b6680dcdc0975d135cb41b1dbc92 partial ejb fixes/refactoring for seam 	6638 commit 9816cc14d2e4b6680dcdc0975d135cb41b1dbc92 partial ejb fixes/refactoring for seam	1	-1	 6638[0] commit[0] 9816cc14d2e4b6680dcdc0975d135cb41b1dbc92[0] partial[0] ejb[0] fixes/refactoring[0] for[0] seam[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6793 commit 9f06eaff9d158b64d2a5d9e0dbcec567e7c6b230 quercus regexp partial refactor 	6793 commit 9f06eaff9d158b64d2a5d9e0dbcec567e7c6b230 quercus regexp partial refactor	1	-1	 6793[0] commit[0] 9f06eaff9d158b64d2a5d9e0dbcec567e7c6b230[0] quercus[0] regexp[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7145 commit 731d091d75b40594d68f59253c8acef882d385e9 nodebuilder refactoring 	7145 commit 731d091d75b40594d68f59253c8acef882d385e9 nodebuilder refactoring	1	-1	 7145[0] commit[0] 731d091d75b40594d68f59253c8acef882d385e9[0] nodebuilder[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8009 commit 71207dd46080a652dadf148cf69e9e95bfa171dc jaxb property refactor 	8009 commit 71207dd46080a652dadf148cf69e9e95bfa171dc jaxb property refactor	1	-1	 8009[0] commit[0] 71207dd46080a652dadf148cf69e9e95bfa171dc[0] jaxb[0] property[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8094 commit 5f5ff37b9ed28fe0766f20e1952a72d0c409f456 amber partial refactoring and jpa tck 	8094 commit 5f5ff37b9ed28fe0766f20e1952a72d0c409f456 amber partial refactoring and jpa tck	1	-1	 8094[0] commit[0] 5f5ff37b9ed28fe0766f20e1952a72d0c409f456[0] amber[0] partial[0] refactoring[0] and[0] jpa[0] tck[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8143 commit d6183e0db7ae6f52a2d413607acb182e19018ee7 partial quercus refactor 	8143 commit d6183e0db7ae6f52a2d413607acb182e19018ee7 partial quercus refactor	1	-1	 8143[0] commit[0] d6183e0db7ae6f52a2d413607acb182e19018ee7[0] partial[0] quercus[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8647 commit 6a52c740c76d77eb94eeb0a822cca37d8bf1d3b5 code cleanup 	8647 commit 6a52c740c76d77eb94eeb0a822cca37d8bf1d3b5 code cleanup	1	-1	 8647[0] commit[0] 6a52c740c76d77eb94eeb0a822cca37d8bf1d3b5[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8667 commit 929c4540f14662a0faec502a1a7010357bb9a97c base64 refactoring 	8667 commit 929c4540f14662a0faec502a1a7010357bb9a97c base64 refactoring	1	-1	 8667[0] commit[0] 929c4540f14662a0faec502a1a7010357bb9a97c[0] base64[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8785 commit af3b679df162d15e2a0a108eddd8dadfd7810238 resin/php session - refactor and fixes 	8785 commit af3b679df162d15e2a0a108edd8dadfd7810238 resin/php session - refactor and fixes	1	-1	 8785[0] commit[0] af3b679df162d15e2a0a108eddd8dadfd7810238/af3b679df162d15e2a0a108edd8dadfd7810238[0] resin/php[0] session[0] refactor[0] and[0] fixes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8836 commit c604f60f4fc79a73f555089be4f359f215844e17 url rewriter refactor, output buffer code cleanup 	8836 commit c604f60f4fc79a73f55089be4f359f215844e17 url rewriter refactor, output buffer code cleanup	1	-1	 8836[0] commit[0] c604f60f4fc79a73f555089be4f359f215844e17/c604f60f4fc79a73f55089be4f359f215844e17[0] url[0] rewriter[0] refactor[0] output[0] buffer[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8858 commit 9935fb92f645706301c520e16c30f18ef89b0d7b quercus db code cleanup 	8858 commit 9935fb92f645706301c520e16c30f18ef89b0d7b quercus db code cleanup	1	-1	 8858[0] commit[0] 9935fb92f645706301c520e16c30f18ef89b0d7b[0] quercus[0] db[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8887 commit d98854a50d9716a4590615424ce3c473ad9e6f3d lib.db refactoring 	887 commit d98854a50d9716a4590615424ce3c473ad9e6f3d lib.<br>db refactoring	1	-1	 8887/887[0] commit[0] d98854a50d9716a4590615424ce3c473ad9e6f3d[0] lib[0] [[Sentence=-1,1=word max, 1-5]] db[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8922 commit da335ae74078a2df95557ff49be6ef0f915c453e quercus: string refactoring for performance 	8922 commit da335ae74078a2df9557ff49be6ef0f915c453e quercus: string refactoring for performance	1	-1	 8922[0] commit[0] da335ae74078a2df95557ff49be6ef0f915c453e/da335ae74078a2df9557ff49be6ef0f915c453e[0] quercus[0] string[0] refactoring[0] for[0] performance[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8933 commit 002dd49320d020a98fa6a048659f163b88312785 quercus: exception refactoring 	8933 commit 002dd49320d020a98fa6a048659f163b88312785 quercus: exception refactoring	1	-1	 8933[0] commit[0] 002dd49320d020a98fa6a048659f163b88312785[0] quercus[0] exception[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
