Rename Class	Translation	Positive	Negative	EmotionRationale
5351 commit 3301f5a7b5e6880c2be5cfe14f6e7067eb9758d4 sc#qcadoomes-933 refactored material flow. 	5351 commit 3301f5a7b5e6880c2be5cfe14f6e7067eb9758d4 sc#qcadoomes-933 refactored material flow.	1	-1	 5351[0] commit[0] 3301f5a7b5e6880c2be5cfe14f6e7067eb9758d4[0] sc#qcadoomes[0] -933[0] refactored[0] material[0] flow[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5530 commit ea59c1c8cd524b72d93d7099e814a47b9b76258b df refactored parameters and made some styling changeds. 	5530 commit ea59c1c8cd524b72d93d7099e814a47b9b76258b df refactored parameters and made some styling changeds.	1	-1	 5530[0] commit[0] ea59c1c8cd524b72d93d7099e814a47b9b76258b[0] df[0] refactored[0] parameters[0] and[0] made[0] some[0] styling[0] changeds[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6364 commit 91d50a5c6703bbf35917be4e7d9f60c7b3cd7026 merge: c7b1ee6 29cac29 sc#qcadoomes-649, sc#qcadoomes-692, qcadoomes-693, also some refactoring 	6364 commit 91d50a5c6703bbf35917be4e7d9f60c7b3cd7026 merge: c7b1ee6 29cac29 sc#qcadoomes-649, sc#qcadoomes-692, qcadoomes-693, also some refactoring	1	-1	 6364[0] commit[0] 91d50a5c6703bbf35917be4e7d9f60c7b3cd7026[0] merge[0] c7b1ee6[0] 29cac29[0] sc#qcadoomes[0] -649[0] sc#qcadoomes[0] -692[0] qcadoomes[0] -693[0] also[0] some[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6937 commit 0001d07ecca9ff2100c9e1bef0580c2bf292e841 rf# samples refactor 	6937 commit 001d07ecca9ff2100c9e1bef0580c2bf292e841 rf# samples refactor	1	-1	 6937[0] commit[0] 0001d07ecca9ff2100c9e1bef0580c2bf292e841/001d07ecca9ff2100c9e1bef0580c2bf292e841[0] rf#[0] samples[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11342 commit 6a18828dbc04b7b1eab0c414f2216e1f63c990d5 merge: 505d423 85e7cc7 sc#qcadoo64 refactor for viewdefinition 	11342 commit 6a18828dbc04b7b1eab0c414f2216e1f63c990d5 merge: 505d423 85e7cc7 sc#qcadoo64 refactor for viewdefinition	1	-1	 11342[0] commit[0] 6a18828dbc04b7b1eab0c414f2216e1f63c990d5[0] merge[0] 505d423[0] 85e7cc7[0] sc#qcadoo64[0] refactor[0] for[0] viewdefinition[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11428 commit 84ce1bccb4f53d5a08fae57c18116cab63a5cdc5 merge: 96d82ce 6470d77 rf refactoring plugincontroller 	11428 commit 84ce1bccb4f53d5a08fae57c18116cab63a5cdc5 merge: 96d82ce 6470d77 rf refactoring plugincontroller	1	-1	 11428[0] commit[0] 84ce1bccb4f53d5a08fae57c18116cab63a5cdc5[0] merge[0] 96d82ce[0] 6470d77[0] rf[0] refactoring[0] plugincontroller[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11450 commit 2c64e64d3921b911e4146cdf6d27e4fc377f7d22 sc#qcadoo-123 refactor data and view definition 	11450 commit 2c64e64d3921b911e4146cdf6d27e4fc377f7d22 sc#qcadoo-123 refactor data and view definition	1	-1	 11450[0] commit[0] 2c64e64d3921b911e4146cdf6d27e4fc377f7d22[0] sc#qcadoo[0] -123[0] refactor[0] data[0] and[0] view[0] definition[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11466 commit bac0dde944669d6efa3a688fd4a920b5fc72aacb rf refactoring plugincontroller 	11466 commit bac0dde944669d6efa3a688fd4a920b5fc72acb rf refactoring plugincontroller	1	-1	 11466[0] commit[0] bac0dde944669d6efa3a688fd4a920b5fc72aacb/bac0dde944669d6efa3a688fd4a920b5fc72acb[0] rf[0] refactoring[0] plugincontroller[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11520 commit 1d3cc9839b2e07e2fe1bc2cbb0191f5be1c8e791 sc#qcadoo-123 refactor data and view definition 	11520 commit 1d3cc9839b2e07e2fe1bc2cbb0191f5be1c8e791 sc#qcadoo-123 refactor data and view definition	1	-1	 11520[0] commit[0] 1d3cc9839b2e07e2fe1bc2cbb0191f5be1c8e791[0] sc#qcadoo[0] -123[0] refactor[0] data[0] and[0] view[0] definition[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11523 commit 3108a752850cadf9a5c1dc32ffa0a8a0999fbdd5 sc#qcadoo-123 refactor data and view definition 	11523 commit 3108a752850cadf9a5c1dc32ffa0a8a099fbdd5 sc#qcadoo-123 refactor data and view definition	1	-1	 11523[0] commit[0] 3108a752850cadf9a5c1dc32ffa0a8a0999fbdd5/3108a752850cadf9a5c1dc32ffa0a8a099fbdd5[0] sc#qcadoo[0] -123[0] refactor[0] data[0] and[0] view[0] definition[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11637 commit 3f27819bf24301c468eefe6c6f3c8b9456601b58 sc#qcadoo-121 refactoring of data and view definitions 	11637 commit 3f27819bf24301c468eefe6c6f3c8b9456601b58 sc#qcadoo-121 refactoring of data and view definitions	1	-1	 11637[0] commit[0] 3f27819bf24301c468eefe6c6f3c8b9456601b58[0] sc#qcadoo[0] -121[0] refactoring[0] of[0] data[0] and[0] view[0] definitions[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11641 commit eb9643845fad47a693b458abfb93a4ef67f37a72 sc#qcadoo-121 refactoring of data and view definitions 	11641 commit eb9643845fad47a693b458abfb93a4ef67f37a72 sc#qcadoo-121 refactoring of data and view definitions	1	-1	 11641[0] commit[0] eb9643845fad47a693b458abfb93a4ef67f37a72[0] sc#qcadoo[0] -121[0] refactoring[0] of[0] data[0] and[0] view[0] definitions[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11755 commit 3558c76194575e70bab6c4222f3df0f2a1894e07 merge: 8474c59 10ecdd0 sc#qcadoo-108 js refactoring 	11755 commit 3558c76194575e70bab6c422f3df0f2a1894e07 merge: 8474c59 10ecdd0 sc#qcadoo-108 js refactoring	1	-1	 11755[0] commit[0] 3558c76194575e70bab6c4222f3df0f2a1894e07/3558c76194575e70bab6c422f3df0f2a1894e07[0] merge[0] 8474c59[0] 10ecdd0[0] sc#qcadoo[0] -108[0] js[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11790 commit 7be56ac11b02765388e7c64f25a286bbdd8baa86 rf controlers refactoring 	11790 commit 7be56ac11b02765388e7c64f25a286bbdd8ba86 rf controlers refactoring	1	-1	 11790[0] commit[0] 7be56ac11b02765388e7c64f25a286bbdd8baa86/7be56ac11b02765388e7c64f25a286bbdd8ba86[0] rf[0] controlers[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11829 commit 2434571b41479c0bb487133a9459d7c10c642a39 refactoring 	11829 commit 2434571b41479c0bb487133a9459d7c10c642a39 refactoring	1	-1	 11829[0] commit[0] 2434571b41479c0bb487133a9459d7c10c642a39[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
