Rename Method	Translation	Positive	Negative	EmotionRationale
3788 commit 9373a2a4517068e924246dea0ee5a5bfce3b95e7 o refactored the configuration parameter names and methods o added support for apacheds specific moddn operation control 	3788 commit 9373a2a4517068e924246dea0ee5a5bfce3b95e7 o refactored the configuration parameter names and methods o added support for apacheds specific moddn operation control	1	-1	 3788[0] commit[0] 9373a2a4517068e924246dea0ee5a5bfce3b95e7[0] o[0] refactored[0] the[0] configuration[0] parameter[0] names[0] and[0] methods[0] o[0] added[0] support[0] for[0] apacheds[0] specific[0] moddn[0] operation[0] control[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3972 commit 6a35885beba329909da260b4aab00cd068f47bad refactored the partition classes inheritence to be more consistent (dirserver-1483) 	3972 commit 6a35885beba329909da260b4ab00cd068f47bad refactored the partition classes inheritence to be more consistent (dirserver-1483)	1	-2	 3972[0] commit[0] 6a35885beba329909da260b4aab00cd068f47bad/6a35885beba329909da260b4ab00cd068f47bad[0] refactored[0] the[0] partition[-1] classes[0] inheritence[0] to[0] be[0] more[0] consistent[0] dirserver[0] -1483[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
4093 commit c0386e3715df9cb87651c9056871ce5063976630 o adding two bindstatus : sasl_auth_pending and simple_auth_pending, and used those status to handle the bindrequest processing o returned a unwilling_to_perform errors when a user tries to send a request while we are processing a bindrequest o removed the clearmaps() call done in bindrequest, as it makes it mpossible to issue two binds at the same time o added an error message in i18n o minor refactoring 	4093 commit c0386e3715df9cb87651c9056871ce5063976630 o adding two bindstatus : sasl_auth_pending and simple_auth_pending, and used those status to handle the bindrequest processing o returned a unwilling_to_perform errors when a user tries to send a request while we are processing a bindrequest o removed the clearmaps( call done in bindrequest, as it makes it mpossible to issue two binds at the same time o added an error message in i18n o minor refactoring	1	-2	 4093[0] commit[0] c0386e3715df9cb87651c9056871ce5063976630[0] o[0] adding[0] two[0] bindstatus[0] sasl_auth_pending[0] and[0] simple_auth_pending[0] and[0] used[0] those[0] status[0] to[0] handle[0] the[0] bindrequest[0] processing[0] o[0] returned[0] a[0] unwilling_to_perform[-1] errors[0] when[0] a[0] user[0] tries[0] to[0] send[0] a[0] request[0] while[0] we[0] are[0] processing[0] a[0] bindrequest[0] o[0] removed[0] the[0] clearmaps[0] call[0] done[0] in[0] bindrequest[0] as[0] it[0] makes[0] it[0] mpossible[0] to[0] issue[0] two[0] binds[0] at[0] the[0] same[0] time[0] o[0] added[0] an[0] error[0] message[0] in[0] i18n[0] o[0] minor[0] refactoring[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
4327 commit 0b16d031f126ca260fbb9913868cef79db448013 o added a createtransport @ o modified the ldapserverbuilder to accept transports o refactored the frameworksuite to launch a ldapserver 	4327 commit 0b16d031f126ca260fbb9913868cef79db448013 o added a createtransport @ o modified the ldapserverbuilder to accept transports o refactored the frameworksuite to launch a ldapserver	1	-1	 4327[0] commit[0] 0b16d031f126ca260fbb9913868cef79db448013[0] o[0] added[0] a[0] createtransport[0] @[0] o[0] modified[0] the[0] ldapserverbuilder[0] to[0] accept[0] transports[0] o[0] refactored[0] the[0] frameworksuite[0] to[0] launch[0] a[0] ldapserver[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4590 commit 9d087369739da0b773c115c5cbc0d980fbfaeb7a refactored partition and reworked instance/install layouts o making init( directoryservice ) into initialize() o added registry getter/setter pair o removed unnecessary partition methods like get/setcachesize() o cleaned up from changes o moved over the instancelayout into daemon o made instancelayout contain and leverage installlayout to find resources o cleaned up from changes 	4590 commit 9d087369739da0b773c115c5cbc0d980fbfaeb7a refactored partition and reworked instance/install layouts o making init( directoryservice ) into initialize( o added registry getter/setter pair o removed unnecessary partition methods like get/setcachesize( o cleaned up from changes o moved over the instancelayout into daemon o made instancelayout contain and leverage installayout to find resources o cleaned up from changes	1	-2	 4590[0] commit[0] 9d087369739da0b773c115c5cbc0d980fbfaeb7a[0] refactored[0] partition[-1] and[0] reworked[0] instance/install[0] layouts[0] o[0] making[0] init[0] directoryservice[0] into[0] initialize[0] o[0] added[0] registry[0] getter/setter[0] pair[0] o[0] removed[0] unnecessary[-1] partition[-1] methods[0] like[0] get/setcachesize[0] o[0] cleaned[0] up[0] from[0] changes[0] o[0] moved[0] over[0] the[0] instancelayout[0] into[0] daemon[0] o[0] made[0] instancelayout[0] contain[0] and[0] leverage[0] installlayout/installayout[0] to[0] find[0] resources[0] o[0] cleaned[0] up[0] from[0] changes[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
4592 commit 075fe41b94f587b6290cb54b947469660e389fab refactored suffix methods on partition interface: o getsuffix() returns string representation of the updn and is required by spring o getsuffixdn() returns the ldapdn which is normalized after the registries are set o setsuffix( string ) sets the updn of the suffix and is required by spring 	4592 commit 075fe41b94f587b6290cb54b947469660e389fab refactored suffix methods on partition interface: o getsuffix( returns string representation of the updn and is required by spring o getsuffixdn( returns the ldapdn which is normalized after the registries are set o setsuffix( string ) sets the updn of the suffix and is required by spring	1	-2	 4592[0] commit[0] 075fe41b94f587b6290cb54b947469660e389fab[0] refactored[0] suffix[0] methods[0] on[0] partition[-1] interface[0] o[0] getsuffix[0] returns[0] string[0] representation[0] of[0] the[0] updn[0] and[0] is[0] required[0] by[0] spring[0] o[0] getsuffixdn[0] returns[0] the[0] ldapdn[0] which[0] is[0] normalized[0] after[0] the[0] registries[0] are[0] set[0] o[0] setsuffix[0] string[0] sets[0] the[0] updn[0] of[0] the[0] suffix[0] and[0] is[0] required[0] by[0] spring[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
4636 commit 991ee34d07e11f6a128c49abc391f236a459c955 initial commit after applying changes according to the refactoring of schema subsystem 	4636 commit 991ee34d07e11f6a128c49abc391f236a459c955 initial commit after applying changes according to the refactoring of schema subsystem	1	-1	 4636[0] commit[0] 991ee34d07e11f6a128c49abc391f236a459c955[0] initial[0] commit[0] after[0] applying[0] changes[0] according[0] to[0] the[0] refactoring[0] of[0] schema[0] subsystem[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4813 commit a01b4239c23e23d9c94440ebe246ff29b12bb99f fix for dirkrb-1 (gssapi test) o fixed gssapi bind o activated test o moved methods from bindhandler to gssapimechanismhandler o refactored bindhandler 	4813 commit a01b4239c23e23d9c9440ebe246ff29b12bb99f fix for dirkrb-1 (gssapi test) o fixed gssapi bind o activated test o moved methods from bindhandler to gssapimechanismhandler o refactored bindhandler	1	-1	 4813[0] commit[0] a01b4239c23e23d9c94440ebe246ff29b12bb99f/a01b4239c23e23d9c9440ebe246ff29b12bb99f[0] fix[0] for[0] dirkrb[0] -1[0] gssapi[0] test[0] o[0] fixed[0] gssapi[0] bind[0] o[0] activated[0] test[0] o[0] moved[0] methods[0] from[0] bindhandler[0] to[0] gssapimechanismhandler[0] o[0] refactored[0] bindhandler[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5164 commit 2455319e1bf05191822cbd2eda5d3e9f8ad621ea o added a test : sending a bad cookie should generate an unwillingtoperform exception o modified the searchhandler to generate this error o minor refactoring : removed commented code 	5164 commit 2455319e1bf05191822cbd2eda5d3e9f8ad621ea o added a test : sending a bad cookie should generate an unwillingtoperform exception o modified the searchandler to generate this error o minor refactoring : removed commented code	1	-2	 5164[0] commit[0] 2455319e1bf05191822cbd2eda5d3e9f8ad621ea[0] o[0] added[0] a[0] test[0] sending[0] a[0] bad[-1] cookie[0] should[0] generate[0] an[0] unwillingtoperform[-1] exception[0] o[0] modified[0] the[0] searchhandler/searchandler[0] to[0] generate[0] this[0] error[0] o[0] minor[0] refactoring[0] removed[0] commented[0] code[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
5300 commit b29ccdc5bb34e550b4ccc1706d171d495d9cbd8d restructured ldapserver with respect to ldapprotocolhandler and codec o cleaned up a bunch of inlined code to explicitly mark off handling of session cleanup and codec handling o moved inner classes up for protocolcodec and protocolcodec factories out of the ldapserver o created new ldapsessionmanager object wrapping the map of iosessions to ldapsessions with synchronization to be accessed by various parts of the server - ldapsessionmanager is created and a member of ldapserver now o ldapserver is clean and simple now with configuration interfaces and methods to start, stop and query state instead of containing all the codec and factory code. 	5300 commit b29ccdc5bb34e550b4cc1706d171d495d9cbd8d restructured ldapserver with respect to ldapprotocolhandler and codec o cleaned up a bunch of inlined code to explicitly mark off handling of session cleanup and codec handling o moved inner classes up for protocolcodec and protocolcodec factories out of the ldapserver o created new ldapsessionmanager object wrapping the map of iosessions to ldapsessions with synchronization to be accessed by various parts of the server - ldapsessionmanager is created and a member of ldapserver now o ldapserver is clean and simple now with configuration interfaces and methods to start, stop and query state instead of containing all the codec and factory code.	3	-1	 5300[0] commit[0] b29ccdc5bb34e550b4ccc1706d171d495d9cbd8d/b29ccdc5bb34e550b4cc1706d171d495d9cbd8d[0] restructured[0] ldapserver[0] with[0] respect[2] to[0] ldapprotocolhandler[0] and[0] codec[0] o[0] cleaned[0] up[0] a[0] bunch[0] of[0] inlined[0] code[0] to[0] explicitly[0] mark[0] off[0] handling[0] of[0] session[0] cleanup[0] and[0] codec[0] handling[0] o[0] moved[0] inner[0] classes[0] up[0] for[0] protocolcodec[0] and[0] protocolcodec[0] factories[0] out[0] of[0] the[0] ldapserver[0] o[0] created[0] new[0] ldapsessionmanager[0] object[0] wrapping[0] the[0] map[0] of[0] iosessions[0] to[0] ldapsessions[0] with[0] synchronization[0] to[0] be[0] accessed[0] by[0] various[0] parts[0] of[0] the[0] server[0] ldapsessionmanager[0] is[0] created[0] and[0] a[0] member[0] of[0] ldapserver[0] now[0] o[0] ldapserver[0] is[0] clean[0] and[0] simple[0] now[0] with[0] configuration[0] interfaces[0] and[0] methods[0] to[0] start[0] stop[0] and[0] query[0] state[0] instead[0] of[0] containing[0] all[0] the[0] codec[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
5600 commit e3a3b922455c0dc2856e5fc0a40a19059f1db9ef changes to make all core integration tests pass ... o modified jndi context to expose access to coresession o removed access to principal from jndi context - using getsession().geteffect iveprincipal() instead o made changes to protocol-ldap handles to correctly access the effective principal o fixed serious issue with lookup operation in eventinterceptor which was not using bypass instructions o fixed issues with properly setting the session in the servercontext o added protections in servercontext to make sure the user has access to the provider url represented by the jndi context and making sure it exists in certain constructors that was missing this call o exposed public access to session and directoryservice in servercontext o using the proper principal within the servercontext instead of old member o fixed test that was completely butchered by refactoring and not even set up to correctly do what it was intended to do: authorizationserviceasnonadmin it.java was the test o fixed issue where new target entry calculations for rename operation was failing since the new name that was constructed was having the rdn value added rather than the whole rdn as it should have been 	5600 commit e3a3b922455c0dc2856e5fc0a40a19059f1db9ef changes to make all core integration tests pass .<br> o modified jndi context to expose access to coresession o removed access to principal from jndi context - using getsession(<br>geteffect iveprincipal( instead o made changes to protocol-ldap handles to correctly access the effective principal o fixed serious issue with lookup operation in eventinterceptor which was not using bypass instructions o fixed issues with properly setting the session in the servercontext o added protections in servercontext to make sure the user has access to the provider url represented by the jndi context and making sure it exists in certain constructors that was missing this call o exposed public access to session and directoryservice in servercontext o using the proper principal within the servercontext instead of old member o fixed test that was completely butchered by refactoring and not even set up to correctly do what it was intended to do: authorizationserviceasnonadmin it.<br>java was the test o fixed issue where new target entry calculations for rename operation was failing since the new name that was constructed was having the rdn value added rather than the whole rdn as it should have been	1	-2	 5600[0] commit[0] e3a3b922455c0dc2856e5fc0a40a19059f1db9ef[0] changes[0] to[0] make[0] all[0] core[0] integration[0] tests[0] pass[0] [[Sentence=-1,1=word max, 1-5]] o[0] modified[0] jndi[0] context[0] to[0] expose[-1] access[0] to[0] coresession[0] o[0] removed[0] access[0] to[0] principal[0] from[0] jndi[0] context[0] using[0] getsession[0] [[Sentence=-2,1=word max, 1-5]] geteffect[0] iveprincipal[0] instead[0] o[0] made[0] changes[0] to[0] protocol[0] ldap[0] handles[0] to[0] correctly[0] access[0] the[0] effective[0] principal[0] o[0] fixed[0] serious[-1] issue[0] with[0] lookup[0] operation[0] in[0] eventinterceptor[0] which[0] was[0] not[0] using[0] bypass[0] instructions[0] o[0] fixed[0] issues[0] with[0] properly[0] setting[0] the[0] session[0] in[0] the[0] servercontext[0] o[0] added[0] protections[0] in[0] servercontext[0] to[0] make[0] sure[0] the[0] user[0] has[0] access[0] to[0] the[0] provider[0] url[0] represented[0] by[0] the[0] jndi[0] context[0] and[0] making[0] sure[0] it[0] exists[0] in[0] certain[0] constructors[0] that[0] was[0] missing[0] this[0] call[0] o[0] exposed[-1] public[0] access[0] to[0] session[0] and[0] directoryservice[0] in[0] servercontext[0] o[0] using[0] the[0] proper[0] principal[0] within[0] the[0] servercontext[0] instead[0] of[0] old[0] member[0] o[0] fixed[0] [[Sentence=-2,1=word max, 1-5]] java[0] was[0] the[0] test[0] o[0] fixed[0] issue[0] where[0] new[0] target[0] entry[0] calculations[0] for[0] rename[0] operation[0] was[0] failing[0] since[0] the[0] new[0] name[0] that[0] was[0] constructed[0] was[0] having[0] the[0] rdn[0] value[0] added[0] rather[0] than[0] the[0] whole[0] rdn[0] as[0] it[0] should[0] have[0] been[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
6033 commit c3998ad5d17c1d626420beba063d92b2b3b2e214 partially refactored the value/clientvalue/servervalue hierarchy. added tests for client[string binary]value removed the streamedvalue class 	6033 commit c3998ad5d17c1d626420beba063d92b2b3b2e214 partially refactored the value/clientvalue/servervalue hierarchy.<br> added tests for client[string binary]value removed the streamedvalue class	1	-1	 6033[0] commit[0] c3998ad5d17c1d626420beba063d92b2b3b2e214[0] partially[0] refactored[0] the[0] value/clientvalue/servervalue[0] hierarchy[0] [[Sentence=-1,1=word max, 1-5]] added[0] tests[0] for[0] client[string[0] binary]value[0] removed[0] the[0] streamedvalue[0] class[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6284 commit 56e52ae45aaf6445e4c4bb4484d9271bb53ad4d8 o refactored the ticket structure o added a kerberosconstant class for common constants like kerberos version o removed the messagetype class and replaced it with a kerberosmessagetype enum o removed the ticketmodifier class o added a package flags and all the flags (kerberos, ticket) o added an invalidticketexception o modified the principalname to returns a kerberosprincipal o added some test for ticket o fixed some warnings and added some doco 	6284 commit 56e52ae45af6445e4c4bb4484d9271bb53ad4d8 o refactored the ticket structure o added a kerberosconstant class for common constants like kerberos version o removed the messagetype class and replaced it with a kerberosmessagetype enum o removed the ticketmodifier class o added a package flags and all the flags (kerberos, ticket) o added an invalidticketexception o modified the principalname to returns a kerberosprincipal o added some test for ticket o fixed some warnings and added some doco	1	-2	 6284[0] commit[0] 56e52ae45aaf6445e4c4bb4484d9271bb53ad4d8/56e52ae45af6445e4c4bb4484d9271bb53ad4d8[0] o[0] refactored[0] the[0] ticket[0] structure[0] o[0] added[0] a[0] kerberosconstant[0] class[0] for[0] common[0] constants[0] like[0] kerberos[0] version[0] o[0] removed[0] the[0] messagetype[0] class[0] and[0] replaced[0] it[0] with[0] a[0] kerberosmessagetype[0] enum[0] o[0] removed[0] the[0] ticketmodifier[0] class[0] o[0] added[0] a[0] package[0] flags[0] and[0] all[0] the[0] flags[0] kerberos[0] ticket[0] o[0] added[0] an[0] invalidticketexception[-1] o[0] modified[0] the[0] principalname[0] to[0] returns[0] a[0] kerberosprincipal[0] o[0] added[0] some[0] test[0] for[0] ticket[0] o[0] fixed[0] some[0] warnings[0] and[0] added[0] some[0] doco[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
6296 commit 2abac1f9f8e9bf243d2047eb0bf7fc52edb1f72d modified the encrypteddata class, removed the encrypteddatamodifier, added some tests 	6296 commit 2abac1f9f8e9bf243d2047eb0bf7fc52edb1f72d modified the encrypteddata class, removed the encrypteddatamodifier, added some tests	1	-1	 6296[0] commit[0] 2abac1f9f8e9bf243d2047eb0bf7fc52edb1f72d[0] modified[0] the[0] encrypteddata[0] class[0] removed[0] the[0] encrypteddatamodifier[0] added[0] some[0] tests[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6298 commit 7afa4c7650925b866362f5424019ff34cddd504b modified the authorizationdata class, and the authorizationtype enum. added tests for hostaddresses and authorizationdata 	6298 commit 7afa4c7650925b866362f5424019ff34cdd504b modified the authorizationdata class, and the authorizationtype enum.<br> added tests for hostaddresses and authorizationdata	1	-1	 6298[0] commit[0] 7afa4c7650925b866362f5424019ff34cddd504b/7afa4c7650925b866362f5424019ff34cdd504b[0] modified[0] the[0] authorizationdata[0] class[0] and[0] the[0] authorizationtype[0] enum[0] [[Sentence=-1,1=word max, 1-5]] added[0] tests[0] for[0] hostaddresses[0] and[0] authorizationdata[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6417 commit 601a4d2a0aa5205b305d6e871bf2907e4138266f prep refactoring to be able to remove indexconfiguration 	6417 commit 601a4d2a0a5205b305d6e871bf2907e4138266f prep refactoring to be able to remove indexconfiguration	1	-1	 6417[0] commit[0] 601a4d2a0aa5205b305d6e871bf2907e4138266f/601a4d2a0a5205b305d6e871bf2907e4138266f[0] prep[0] refactoring[0] to[0] be[0] able[0] to[0] remove[0] indexconfiguration[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6711 commit b51e572cbfbc33f1f0484fb61b8ece352c337c2f added a new test case for when pre-authentication by encrypted timestamp is used and the timestamp is outside the clockskew. minor refactoring to make timestamps selectable. 	6711 commit b51e572cbfbc33f1f0484fb61b8ece352c337c2f added a new test case for when pre-authentication by encrypted timestamp is used and the timestamp is outside the clockskew.<br> minor refactoring to make timestamps selectable.	1	-1	 6711[0] commit[0] b51e572cbfbc33f1f0484fb61b8ece352c337c2f[0] added[0] a[0] new[0] test[0] case[0] for[0] when[0] pre[0] authentication[0] by[0] encrypted[0] timestamp[0] is[0] used[0] and[0] the[0] timestamp[0] is[0] outside[0] the[0] clockskew[0] [[Sentence=-1,1=word max, 1-5]] minor[0] refactoring[0] to[0] make[0] timestamps[0] selectable[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7180 commit 5b759500698aabb6a199c97ba52437fc5b93d189 changes to kerberos-shared library: o refactored to use jdk jce, replacing bouncycastle library. o removal of obsolete code. 	7180 commit 5b759500698abb6a199c97ba52437fc5b93d189 changes to kerberos-shared library: o refactored to use jdk jce, replacing bouncycastle library.<br> o removal of obsolete code.	1	-1	 7180[0] commit[0] 5b759500698aabb6a199c97ba52437fc5b93d189/5b759500698abb6a199c97ba52437fc5b93d189[0] changes[0] to[0] kerberos[0] shared[0] library[0] o[0] refactored[0] to[0] use[0] jdk[0] jce[0] replacing[0] bouncycastle[0] library[0] [[Sentence=-1,1=word max, 1-5]] o[0] removal[0] of[0] obsolete[0] code[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
