Extract Method	Translation	Positive	Negative	EmotionRationale
7497 commit eabbfb47c76a840fc7c040dec506636799aa4c98 sling-4060: initial refactoring for property parsing 	7497 commit eabbfb47c76a840fc7c040dec506636799a4c98 sling-4060: initial refactoring for property parsing	1	-1	 7497[0] commit[0] eabbfb47c76a840fc7c040dec506636799aa4c98/eabbfb47c76a840fc7c040dec506636799a4c98[0] sling[0] -4060[0] initial[0] refactoring[0] for[0] property[0] parsing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7622 commit 5135f125578245bdb7cebb2bb17c8db2e380734a minor code cleanup 	7622 commit 5135f125578245bdb7cebb2bb17c8db2e380734a minor code cleanup	1	-1	 7622[0] commit[0] 5135f125578245bdb7cebb2bb17c8db2e380734a[0] minor[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7674 commit c560166471ece2e1489f294f90238200c011b791 sling-4048 : avoid keeping jobs in memory. another refactoring: move all configuration code into config package 	7674 commit c560166471ece2e1489f294f90238200c011b791 sling-4048 : avoid keeping jobs in memory.<br> another refactoring: move all configuration code into config package	1	-2	 7674[0] commit[0] c560166471ece2e1489f294f90238200c011b791[0] sling[0] -4048[0] avoid[-1] keeping[0] jobs[0] in[0] memory[0] [[Sentence=-2,1=word max, 1-5]] another[0] refactoring[0] move[0] all[0] configuration[0] code[0] into[0] config[0] package[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
7679 commit 7dc397a2e9c13ce0da2a82d0295d00cc36ae695c sling-4048 : avoid keeping jobs in memory. another refactoring: move job cache to queue (wip) 	7679 commit 7dc397a2e9c13ce0da2a82d0295d00cc36ae695c sling-4048 : avoid keeping jobs in memory.<br> another refactoring: move job cache to queue (wip)	1	-2	 7679[0] commit[0] 7dc397a2e9c13ce0da2a82d0295d00cc36ae695c[0] sling[0] -4048[0] avoid[-1] keeping[0] jobs[0] in[0] memory[0] [[Sentence=-2,1=word max, 1-5]] another[0] refactoring[0] move[0] job[0] cache[0] to[0] queue[0] wip[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
7893 commit 69693577f02b27dd576d53d5d763e507dd90a50c refactor model and add basic read/write test 	7893 commit 69693577f02b27dd576d53d5d763e507dd90a50c refactor model and add basic read/write test	1	-1	 7893[0] commit[0] 69693577f02b27dd576d53d5d763e507dd90a50c[0] refactor[0] model[0] and[0] add[0] basic[0] read/write[0] test[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8575 commit 882fe33053a2a96f4489e8cafc4c06b4eb4c7647 sling-3786 - more refactoring 	8575 commit 882fe33053a2a96f4489e8cafc4c06b4eb4c7647 sling-3786 - more refactoring	1	-1	 8575[0] commit[0] 882fe33053a2a96f4489e8cafc4c06b4eb4c7647[0] sling[0] -3786[0] more[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8576 commit 2458579eff16a4398523d18125690d3dd7eb1830 sling-3776 - refactor to prepare for more rendering options 	8576 commit 2458579eff16a4398523d18125690d3dd7eb1830 sling-3776 - refactor to prepare for more rendering options	1	-1	 8576[0] commit[0] 2458579eff16a4398523d18125690d3dd7eb1830[0] sling[0] -3776[0] refactor[0] to[0] prepare[0] for[0] more[0] rendering[0] options[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9343 commit 61caf44ab72d430f213fdb63468d83f0d941cf8b internal refactoring to make it easier to override the public api - no functional changes! 	9343 commit 61caf44ab72d430f213fdb63468d83f0d941cf8b internal refactoring to make it easier to override the public api - no functional changes!	1	-1	 9343[0] commit[0] 61caf44ab72d430f213fdb63468d83f0d941cf8b[0] internal[0] refactoring[0] to[0] make[0] it[0] easier[0] to[0] override[0] the[0] public[0] api[0] no[0] functional[0] changes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9492 commit 15fbaac52bcee6ea50a6b0c746042197e103d73a sling-3460 - internal refactoring to ease meta-annotation support 	9492 commit 15fbac52bcee6ea50a6b0c746042197e103d73a sling-3460 - internal refactoring to ease meta-annotation support	1	-1	 9492[0] commit[0] 15fbaac52bcee6ea50a6b0c746042197e103d73a/15fbac52bcee6ea50a6b0c746042197e103d73a[0] sling[0] -3460[0] internal[0] refactoring[0] to[0] ease[0] meta[0] annotation[0] support[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9928 commit 29a0f8d995ca8d68f6198218a6dabcb1a5f585a4 sling-3315 - applied patch by marius petria for refactoring replication http api 	9928 commit 29a0f8d995ca8d68f6198218a6dabcb1a5f585a4 sling-3315 - applied patch by marius petria for refactoring replication http api	1	-1	 9928[0] commit[0] 29a0f8d995ca8d68f6198218a6dabcb1a5f585a4[0] sling[0] -3315[0] applied[0] patch[0] by[0] marius[0] petria[0] for[0] refactoring[0] replication[0] http[0] api[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10172 commit 4fc66a5e3862839efd0d814be1abf6052e72600a sling-3205 - refactor if statement into more readable methods 	10172 commit 4fc66a5e3862839efd0d814be1abf6052e72600a sling-3205 - refactor if statement into more readable methods	1	-1	 10172[0] commit[0] 4fc66a5e3862839efd0d814be1abf6052e72600a[0] sling[0] -3205[0] refactor[0] if[0] statement[0] into[0] more[0] readable[0] methods[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11250 commit 5e56208cd1c4a5fbba621e22056b444ef0e74521 sling-2742 refactored so that there is 1 stats bean per repository. 	11250 commit 5e56208cd1c4a5fbba621e22056b44ef0e74521 sling-2742 refactored so that there is 1 stats bean per repository.	1	-1	 11250[0] commit[0] 5e56208cd1c4a5fbba621e22056b444ef0e74521/5e56208cd1c4a5fbba621e22056b44ef0e74521[0] sling[0] -2742[0] refactored[0] so[0] that[0] there[0] is[0] 1[0] stats[0] bean[0] per[0] repository[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
12097 commit 971a6d48b7411f2f460c108066e535c02c7084ea sling-2321 enhance event handler filter to also capture /etc/map updates sling-2398 refactor asynchronous map initialization with a single thread 	12097 commit 971a6d48b7411f2f460c108066e535c02c7084ea sling-2321 enhance event handler filter to also capture /etc/map updates sling-2398 refactor asynchronous map initialization with a single thread	1	-2	 12097[0] commit[0] 971a6d48b7411f2f460c108066e535c02c7084ea[0] sling[0] -2321[0] enhance[0] event[0] handler[0] filter[0] to[0] also[0] capture[-1] /etc/map[0] updates[0] sling[0] -2398[0] refactor[0] asynchronous[0] map[0] initialization[0] with[0] a[0] single[0] thread[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
12098 commit af787f55c2f09dc2ce643e10cb44018e300540d9 sling-2321 refactored event handling such that vanity path removal can be tracked 	12098 commit af787f55c2f09dc2ce643e10cb44018e300540d9 sling-2321 refactored event handling such that vanity path removal can be tracked	1	-2	 12098[0] commit[0] af787f55c2f09dc2ce643e10cb44018e300540d9[0] sling[0] -2321[0] refactored[0] event[0] handling[0] such[0] that[0] vanity[-1] path[0] removal[0] can[0] be[0] tracked[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
13680 commit 44b26ad1a9c0e95241e81fd6ec6f81eb87af2ad0 sling-892 resourcecollector refactoring to support servlets and scripts with selector and extension support for all request methods 	13680 commit 44b26ad1a9c0e95241e81fd6ec6f81eb87af2ad0 sling-892 resourcecollector refactoring to support servlets and scripts with selector and extension support for all request methods	1	-1	 13680[0] commit[0] 44b26ad1a9c0e95241e81fd6ec6f81eb87af2ad0[0] sling[0] -892[0] resourcecollector[0] refactoring[0] to[0] support[0] servlets[0] and[0] scripts[0] with[0] selector[0] and[0] extension[0] support[0] for[0] all[0] request[0] methods[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
13856 commit 4c5dcc94be9465db4792ba26d0ba3fbe1ebdc9b5 sling-1603 refactor slingmainservlet and provide slingrequestprocessor api; increase o.a.s.engine export version to 2.1 (new api provided) sling-1213 provide servlet api 2.4 filter scopes 	13856 commit 4c5dcc94be9465db4792ba26d0ba3fbe1ebdc9b5 sling-1603 refactor slingmainservlet and provide slingrequestprocessor api; increase o.<br>a.<br>s.<br>engine export version to 2.1 (new api provided) sling-1213 provide servlet api 2.4 filter scopes	1	-1	 13856[0] commit[0] 4c5dcc94be9465db4792ba26d0ba3fbe1ebdc9b5[0] sling[0] -1603[0] refactor[0] slingmainservlet[0] and[0] provide[0] slingrequestprocessor[0] api[0] increase[0] o[0] [[Sentence=-1,1=word max, 1-5]] a[0] [[Sentence=-1,1=word max, 1-5]] s[0] [[Sentence=-1,1=word max, 1-5]] engine[0] export[0] version[0] to[0] 2[0] .1[0] new[0] api[0] provided[0] sling[0] -1213[0] provide[0] servlet[0] api[0] 2[0] .4[0] filter[0] scopes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
14710 commit aee75573e01538a515e3471e2859c3ebabea5d0f sling-1389 : background loading might not load all stored jobs sling-1390 : deadlock in rare circumstances sling-1396 : include only used classes from jcr commons this is mostly a refactoring affort to reduce the complexity and make the code more understandable. with this i could fix the above mentioned errors. started to add some basic test cases. 	14710 commit aee75573e01538a515e3471e2859c3ebabea5d0f sling-1389 : background loading might not load all stored jobs sling-1390 : deadlock in rare circumstances sling-1396 : include only used classes from jcr commons this is mostly a refactoring affort to reduce the complexity and make the code more understandable.<br> with this i could fix the above mentioned errors.<br> started to add some basic test cases.	1	-2	 14710[0] commit[0] aee75573e01538a515e3471e2859c3ebabea5d0f[0] sling[0] -1389[0] background[0] loading[0] might[0] not[0] load[0] all[0] stored[0] jobs[0] sling[0] -1390[0] deadlock[-1] in[0] rare[0] circumstances[0] sling[0] -1396[0] include[0] only[0] used[0] classes[0] from[0] jcr[0] commons[0] this[0] is[0] mostly[0] a[0] refactoring[0] affort[0] to[0] reduce[0] the[0] complexity[0] and[0] make[0] the[0] code[0] more[0] understandable[0] [[Sentence=-2,1=word max, 1-5]] with[0] this[0] i[0] could[0] fix[0] the[0] above[0] mentioned[0] errors[0] [[Sentence=-1,1=word max, 1-5]] started[0] to[0] add[0] some[0] basic[0] test[0] cases[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
14808 commit 0c36349b01a788db166f4d995c5cf2cc5e752408 further refactoring for rescheduling. 	14808 commit 0c36349b01a788db166f4d995c5cf2cc5e752408 further refactoring for rescheduling.	1	-1	 14808[0] commit[0] 0c36349b01a788db166f4d995c5cf2cc5e752408[0] further[0] refactoring[0] for[0] rescheduling[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
14996 commit 9d7c0f50fdc0ffe99f45f855bda7ab2ed0ed4181 just code cleanup - no functional changes. 	14996 commit 9d7c0f50fdc0ffe99f45f855bda7ab2ed0ed4181 just code cleanup - no functional changes.	1	-1	 14996[0] commit[0] 9d7c0f50fdc0ffe99f45f855bda7ab2ed0ed4181[0] just[0] code[0] cleanup[0] no[0] functional[0] changes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
15442 commit ccb7091ed95060dc2cad9659e665d2367e24ef7c rename method 	15442 commit ccb7091ed95060dc2cad9659e665d2367e24ef7c rename method	1	-1	 15442[0] commit[0] ccb7091ed95060dc2cad9659e665d2367e24ef7c[0] rename[0] method[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
16565 commit 1c17388da35cb47bbc8602c4f597bd812179aaed sling-692 code cleanup 	16565 commit 1c17388da35cb47bbc8602c4f597bd812179aed sling-692 code cleanup	1	-1	 16565[0] commit[0] 1c17388da35cb47bbc8602c4f597bd812179aaed/1c17388da35cb47bbc8602c4f597bd812179aed[0] sling[0] -692[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17315 commit f23606c890a61f3ac899b03b6d4b2f47b1345a7c sling-387 refactor error handler script resolution to also use the new resolution mechanism, rename some classes to better match their functionality and cleanup code (remove unused methods and classes). 	17315 commit f23606c890a61f3ac899b03b6d4b2f47b1345a7c sling-387 refactor error handler script resolution to also use the new resolution mechanism, rename some classes to better match their functionality and cleanup code (remove unused methods and classes)	1	-1	 17315[0] commit[0] f23606c890a61f3ac899b03b6d4b2f47b1345a7c[0] sling[0] -387[0] refactor[0] error[0] handler[0] script[0] resolution[0] to[0] also[0] use[0] the[0] new[0] resolution[0] mechanism[0] rename[0] some[0] classes[0] to[0] better[0] match[0] their[0] functionality[0] and[0] cleanup[0] code[0] remove[0] unused[0] methods[0] and[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
17668 commit dc2fdb4d807312acede277a6e01cfc8930e09333 sling-132 refactor repository access based on a background thread checking for the repository constantly and providing proper api to acquire, setup, teardown and dispose repositories. 	17668 commit dc2fdb4d807312acede277a6e01cfc8930e0933 sling-132 refactor repository access based on a background thread checking for the repository constantly and providing proper api to acquire, setup, teardown and dispose repositories.	1	-2	 17668[0] commit[0] dc2fdb4d807312acede277a6e01cfc8930e09333/dc2fdb4d807312acede277a6e01cfc8930e0933[0] sling[0] -132[0] refactor[0] repository[0] access[0] based[0] on[0] a[0] background[0] thread[0] checking[0] for[0] the[0] repository[0] constantly[0] and[0] providing[0] proper[0] api[0] to[0] acquire[0] setup[0] teardown[0] and[0] dispose[-1] repositories[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
17895 commit 023688d4335d166f9e7c8b958d6a2b3b470614c5 sling-220 refactoring the resource resolution process using the resourceproviderentry tree. see issue for more information. 	17895 commit 023688d4335d166f9e7c8b958d6a2b3b470614c5 sling-220 refactoring the resource resolution process using the resourceproviderentry tree.<br> see issue for more information.	1	-1	 17895[0] commit[0] 023688d4335d166f9e7c8b958d6a2b3b470614c5[0] sling[0] -220[0] refactoring[0] the[0] resource[0] resolution[0] process[0] using[0] the[0] resourceproviderentry[0] tree[0] [[Sentence=-1,1=word max, 1-5]] see[0] issue[0] for[0] more[0] information[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
