Rename Method	Translation	Positive	Negative	EmotionRationale
1700 commit cfb3050d9f6aa93a89281734bd8cb44990c6b42b cli refactor first pass 	1700 commit cfb3050d9f6a93a89281734bd8cb44990c6b42b cli refactor first pass	1	-1	 1700[0] commit[0] cfb3050d9f6aa93a89281734bd8cb44990c6b42b/cfb3050d9f6a93a89281734bd8cb44990c6b42b[0] cli[0] refactor[0] first[0] pass[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
1885 commit 5ddb0c1ea9bf2267c8fb6b5a1813c0ac501b066b cache refactor 	1885 commit 5ddb0c1ea9bf2267c8fb6b5a1813c0ac501b066b cache refactor	1	-1	 1885[0] commit[0] 5ddb0c1ea9bf2267c8fb6b5a1813c0ac501b066b[0] cache[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2337 commit 6eb5a343f9a78a73391f29a46dd9913beba9edd3 misc bugs, hmtp refactor 	2337 commit 6eb5a343f9a78a73391f29a46dd9913beba9edd3 misc bugs, hmtp refactor	1	-1	 2337[0] commit[0] 6eb5a343f9a78a73391f29a46dd9913beba9edd3[0] misc[0] bugs[0] hmtp[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2481 commit da517f107fc79907cd58bccaa42b0507e39853dd bam refactor 	2481 commit da517f107fc79907cd58bcca42b0507e39853dd bam refactor	1	-1	 2481[0] commit[0] da517f107fc79907cd58bccaa42b0507e39853dd/da517f107fc79907cd58bcca42b0507e39853dd[0] bam[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2542 commit 7b82257939260f470b0e10dded0d564731a889e2 misc bugs, threading refactor, mmap experiment 	2542 commit 7b82257939260f470b0e10dded0d564731a889e2 misc bugs, threading refactor, map experiment	1	-1	 2542[0] commit[0] 7b82257939260f470b0e10dded0d564731a889e2[0] misc[0] bugs[0] threading[0] refactor[0] mmap/map[0] experiment[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2885 commit 610a865111989c00d861ca7b7169c4fd31ff317c cloud/system/resin refactor 	2885 commit 610a86511989c00d861ca7b7169c4fd31ff317c cloud/system/resin refactor	1	-1	 2885[0] commit[0] 610a865111989c00d861ca7b7169c4fd31ff317c/610a86511989c00d861ca7b7169c4fd31ff317c[0] cloud/system/resin[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3090 commit a4b0e029f9eff08536a0eab92e376d2fb5ce7a40 ejb refactor for new proxy model 	3090 commit a4b0e029f9eff08536a0eab92e376d2fb5ce7a40 ejb refactor for new proxy model	1	-1	 3090[0] commit[0] a4b0e029f9eff08536a0eab92e376d2fb5ce7a40[0] ejb[0] refactor[0] for[0] new[0] proxy[0] model[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3121 commit 438ca530719af9c7c1e783fcc649dc45d36afe88 ejb view refactoring 	3121 commit 438ca530719af9c7c1e783fcc649dc45d36afe88 ejb view refactoring	1	-1	 3121[0] commit[0] 438ca530719af9c7c1e783fcc649dc45d36afe88[0] ejb[0] view[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3139 commit 75d08e75cc32a71f1412be971470042577577253 quercus alarm refactor 	3139 commit 75d08e75cc32a71f1412be971470042577577253 quercus alarm refactor	1	-3	 3139[0] commit[0] 75d08e75cc32a71f1412be971470042577577253[0] quercus[0] alarm[-2] refactor[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
3178 commit dacb6fb872c32446c5341be806dede2353a11e5d ejb refactor: apiclass to annotatedtype 	3178 commit dacb6fb872c32446c5341be806dede2353a11e5d ejb refactor: apiclass to annotatedtype	1	-1	 3178[0] commit[0] dacb6fb872c32446c5341be806dede2353a11e5d[0] ejb[0] refactor[0] apiclass[0] to[0] annotatedtype[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3416 commit dcad93efe0cdbb3bd7e40f10b15b0cf87b75337e jpa manager refactor 	3416 commit dcad93efe0cdbb3bd7e40f10b15b0cf87b75337e jpa manager refactor	1	-1	 3416[0] commit[0] dcad93efe0cdbb3bd7e40f10b15b0cf87b75337e[0] jpa[0] manager[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3525 commit 0c1fe78f769fd18ecaff231665f1fb6e9ef6227f quercus class/expr refactor 	3525 commit 0c1fe78f769fd18ecaff231665f1fb6e9ef6227f quercus class/expr refactor	1	-1	 3525[0] commit[0] 0c1fe78f769fd18ecaff231665f1fb6e9ef6227f[0] quercus[0] class/expr[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3546 commit 3f31b23272f601d8761924dad1dc82c6c2881ae6 quercus class::field refactor 	3546 commit 3f31b23272f601d8761924dad1dc82c6c2881ae6 quercus class:field refactor	1	-1	 3546[0] commit[0] 3f31b23272f601d8761924dad1dc82c6c2881ae6[0] quercus[0] class[0] field[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3577 commit 3a3c2b12a2e025107a0a29cc599f4f49c701deaf async/connection refactor 	3577 commit 3a3c2b12a2e025107a0a29cc599f4f49c701deaf async/connection refactor	1	-1	 3577[0] commit[0] 3a3c2b12a2e025107a0a29cc599f4f49c701deaf[0] async/connection[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3581 commit 09416536a7c7b57253e0ba8630ec3ee31a47bf3c protocol/async refactor 	3581 commit 09416536a7c7b57253e0ba8630ec3ee31a47bf3c protocol/async refactor	1	-1	 3581[0] commit[0] 09416536a7c7b57253e0ba8630ec3ee31a47bf3c[0] protocol/async[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3584 commit 8a403a1a4d51d4f6498847da90e16ae6e05e60c5 tcpconnection/keepalive refactor 	3584 commit 8a403a1a4d51d4f6498847da90e16ae6e05e60c5 tcpconnection/keepalive refactor	1	-1	 3584[0] commit[0] 8a403a1a4d51d4f6498847da90e16ae6e05e60c5[0] tcpconnection/keepalive[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3739 commit 64ba1b911ecfed47f2e92629b7ecfe6646544e54 ejb refactor/applicationexception cleanup 	3739 commit 64ba1b911ecfed47f2e92629b7ecfe6646544e54 ejb refactor/applicationexception cleanup	1	-1	 3739[0] commit[0] 64ba1b911ecfed47f2e92629b7ecfe6646544e54[0] ejb[0] refactor/applicationexception[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
3774 commit 6ce3764335c0a0bcadf3221abe3aa1a99a03c6f3 bam major refactor. 	3774 commit 6ce3764335c0a0bcadf3221abe3a1a99a03c6f3 bam major refactor.	1	-1	 3774[0] commit[0] 6ce3764335c0a0bcadf3221abe3aa1a99a03c6f3/6ce3764335c0a0bcadf3221abe3a1a99a03c6f3[0] bam[0] major[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4260 commit 972c949e5907f000abfe83e4773f248c6fdb6677 comet refactor 	4260 commit 972c949e5907f00abfe83e4773f248c6fdb6677 comet refactor	1	-1	 4260[0] commit[0] 972c949e5907f000abfe83e4773f248c6fdb6677/972c949e5907f00abfe83e4773f248c6fdb6677[0] comet[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4263 commit 6365caa76696cf39e80279d1264c682e8328434c connection/port refactor 	4263 commit 6365ca76696cf39e80279d1264c682e8328434c connection/port refactor	1	-1	 4263[0] commit[0] 6365caa76696cf39e80279d1264c682e8328434c/6365ca76696cf39e80279d1264c682e8328434c[0] connection/port[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4490 commit 37096849aa6c4e0774619fcf5c0712e6cdcde894 candi refactor 	4490 commit 37096849a6c4e0774619fcf5c0712e6cdcde894 candi refactor	1	-1	 4490[0] commit[0] 37096849aa6c4e0774619fcf5c0712e6cdcde894/37096849a6c4e0774619fcf5c0712e6cdcde894[0] candi[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4512 commit 73e3e1dc45518ed00956c0a000a78fc0fbd9ab4f ejb refactor 	4512 commit 73e3e1dc45518ed00956c0a00a78fc0fbd9ab4f ejb refactor	1	-1	 4512[0] commit[0] 73e3e1dc45518ed00956c0a000a78fc0fbd9ab4f/73e3e1dc45518ed00956c0a00a78fc0fbd9ab4f[0] ejb[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4521 commit 7e0a694d78bdc19688b41da20418f6a28c748f40 ioc refactor 	4521 commit 7e0a694d78bdc19688b41da20418f6a28c748f40 ioc refactor	1	-1	 4521[0] commit[0] 7e0a694d78bdc19688b41da20418f6a28c748f40[0] ioc[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4536 commit cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800 candi refactor 	4536 commit cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800 candi refactor	1	-1	 4536[0] commit[0] cfd8eb3a4cd4bb3cb4dde84c34250eebec60e800[0] candi[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4966 commit e803df0e4f458aafec49dd49cbb429ba643d6911 bam refactor 	4966 commit e803df0e4f458afec49dd49cbb429ba643d6911 bam refactor	1	-1	 4966[0] commit[0] e803df0e4f458aafec49dd49cbb429ba643d6911/e803df0e4f458afec49dd49cbb429ba643d6911[0] bam[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5056 commit 41fa13b5dfc8faea272ca0da9764bcb6cb1926b8 cache/jcache refactor 	5056 commit 41fa13b5dfc8faea272ca0da9764bcb6cb1926b8 cache/jcache refactor	1	-1	 5056[0] commit[0] 41fa13b5dfc8faea272ca0da9764bcb6cb1926b8[0] cache/jcache[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5063 commit 221642494cc18c3761be405c89ea21e9d2d6e75e partial bam/hmtp refactor 	5063 commit 221642494cc18c3761be405c89ea21e9d2d6e75e partial bam/hmtp refactor	1	-1	 5063[0] commit[0] 221642494cc18c3761be405c89ea21e9d2d6e75e[0] partial[0] bam/hmtp[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5064 commit 837e36d67c856dc8b23bb6e68b9de98f858466e3 pre bam refactor 	5064 commit 837e36d67c856dc8b23bb6e68b9de98f858466e3 pre bam refactor	1	-1	 5064[0] commit[0] 837e36d67c856dc8b23bb6e68b9de98f858466e3[0] pre[0] bam[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5184 commit 50065aa7211a1f30e05e3b2fa523f74a2bbbfa79 authentication refactor 	5184 commit 50065a7211a1f30e05e3b2fa523f74a2bbfa79 authentication refactor	2	-1	 5184[0] commit[0] 50065aa7211a1f30e05e3b2fa523f74a2bbbfa79/50065a7211a1f30e05e3b2fa523f74a2bbfa79[0][+0.6 MultipleLetters] authentication[0] refactor[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
5291 commit bdc3f7e12e4b24e8dce957c9c8e51dc606cc5fa8 refactor 	5291 commit bdc3f7e12e4b24e8dce957c9c8e51dc606cc5fa8 refactor	1	-1	 5291[0] commit[0] bdc3f7e12e4b24e8dce957c9c8e51dc606cc5fa8[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5387 commit 9db584cd3ac615359e3827149cdd247d42be7647 mediawiki fix (env.findclass() refactor) 	5387 commit 9db584cd3ac615359e3827149cdd247d42be7647 mediawiki fix (env.<br>findclass( refactor)	1	-1	 5387[0] commit[0] 9db584cd3ac615359e3827149cdd247d42be7647[0] mediawiki[0] fix[0] env[0] [[Sentence=-1,1=word max, 1-5]] findclass[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5723 commit 228f2d0dac09b0d5dd55503fd689f4ca44b9b03c amber partial refactor 	5723 commit 228f2d0dac09b0d5dd5503fd689f4ca44b9b03c amber partial refactor	1	-1	 5723[0] commit[0] 228f2d0dac09b0d5dd55503fd689f4ca44b9b03c/228f2d0dac09b0d5dd5503fd689f4ca44b9b03c[0] amber[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5825 commit f5b73a1127cef6fb165483eedaa086fb645f113c bam refactor 	5825 commit f5b73a1127cef6fb165483eeda086fb645f113c bam refactor	1	-1	 5825[0] commit[0] f5b73a1127cef6fb165483eedaa086fb645f113c/f5b73a1127cef6fb165483eeda086fb645f113c[0] bam[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5826 commit 2f8dd74e4cd5eefc9d1bf62349af88e15d4e934b bam api refactor: removing classes 	5826 commit 2f8dd74e4cd5eefc9d1bf62349af88e15d4e934b bam api refactor: removing classes	1	-1	 5826[0] commit[0] 2f8dd74e4cd5eefc9d1bf62349af88e15d4e934b[0] bam[0] api[0] refactor[0] removing[0] classes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5896 commit 9c96706d0c32b126c2f0758dd950c3182ed3830f dist session basic refactoring 	5896 commit 9c96706d0c32b126c2f0758dd950c3182ed3830f dist session basic refactoring	1	-1	 5896[0] commit[0] 9c96706d0c32b126c2f0758dd950c3182ed3830f[0] dist[0] session[0] basic[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5976 commit c00a47d728d7c08ae17e1632e974cfac1fe912d6 hmtp refactor 	5976 commit c00a47d728d7c08ae17e1632e974cfac1fe912d6 hmtp refactor	1	-1	 5976[0] commit[0] c00a47d728d7c08ae17e1632e974cfac1fe912d6[0] hmtp[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5977 commit 3050e6f8a68066c927e015dee934db2545ffb06c hmtp refactor 	5977 commit 3050e6f8a68066c927e015dee934db2545ffb06c hmtp refactor	1	-1	 5977[0] commit[0] 3050e6f8a68066c927e015dee934db2545ffb06c[0] hmtp[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6017 commit 53d8d784ac21286030b3ac03cb5408f9f3806aa7 hmpp refactor and im basics 	6017 commit 53d8d784ac21286030b3ac03cb5408f9f3806a7 hmp refactor and im basics	1	-1	 6017[0] commit[0] 53d8d784ac21286030b3ac03cb5408f9f3806aa7/53d8d784ac21286030b3ac03cb5408f9f3806a7[0] hmpp/hmp[0] refactor[0] and[0] im[0] basics[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6178 commit 8f3a850f9a136b3674ceec60ad5242339f83b498 tempstream refactoring 	6178 commit 8f3a850f9a136b3674ceec60ad5242339f83b498 tempstream refactoring	1	-1	 6178[0] commit[0] 8f3a850f9a136b3674ceec60ad5242339f83b498[0] tempstream[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6239 commit b20dd74625f648612792695538771f7eab0400d7 boot refactoring 	6239 commit b20dd74625f648612792695538771f7eab0400d7 boot refactoring	1	-1	 6239[0] commit[0] b20dd74625f648612792695538771f7eab0400d7[0] boot[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6307 commit ba5bb0f2b626ee479f50d08d36f1caa6c687a9c8 add envcleanup api, refactor quercus resource cleanup into close and cleanup methods 	6307 commit ba5bb0f2b626ee479f50d08d36f1ca6c687a9c8 add envcleanup api, refactor quercus resource cleanup into close and cleanup methods	1	-1	 6307[0] commit[0] ba5bb0f2b626ee479f50d08d36f1caa6c687a9c8/ba5bb0f2b626ee479f50d08d36f1ca6c687a9c8[0] add[0] envcleanup[0] api[0] refactor[0] quercus[0] resource[0] cleanup[0] into[0] close[0] and[0] cleanup[0] methods[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6377 commit eca6369331e43da71dfec5b78cf8f81bf7ea09cb ejb refactoring - 2.1 basic working 	6377 commit eca6369331e43da71dfec5b78cf8f81bf7ea09cb ejb refactoring - 2.1 basic working	1	-1	 6377[0] commit[0] eca6369331e43da71dfec5b78cf8f81bf7ea09cb[0] ejb[0] refactoring[0] 2[0] .1[0] basic[0] working[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6381 commit 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51 ejb refactor midpoint checkin 	6381 commit 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51 ejb refactor midpoint checkin	1	-1	 6381[0] commit[0] 2c54b53ce504a0125b65e0f1afb1f2fc6764bf51[0] ejb[0] refactor[0] midpoint[0] checkin[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6421 commit a4b2102375931e8c90e516a42052c0620b8ec3a8 config/webbeans refactor 	6421 commit a4b2102375931e8c90e516a42052c0620b8ec3a8 config/webbeans refactor	1	-1	 6421[0] commit[0] a4b2102375931e8c90e516a42052c0620b8ec3a8[0] config/webbeans[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6423 commit 9ec10aea684885e42eb8601232eac84d681c566a partial refactor checkin (will not build) 	6423 commit 9ec10aea684885e42eb8601232eac84d681c566a partial refactor checkin (will not build)	1	-1	 6423[0] commit[0] 9ec10aea684885e42eb8601232eac84d681c566a[0] partial[0] refactor[0] checkin[0] will[0] not[0] build[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6479 commit f3b94165d9227b6a2b131b9e42e1b0b5f4a697cb config refactor preparing for spring compat 	6479 commit f3b94165d9227b6a2b131b9e42e1b0b5f4a697cb config refactor preparing for spring compat	1	-1	 6479[0] commit[0] f3b94165d9227b6a2b131b9e42e1b0b5f4a697cb[0] config[0] refactor[0] preparing[0] for[0] spring[0] compat[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6622 commit 568fc3de565f03e42efacad8cfcd378968c62009 injection refactor 	6622 commit 568fc3de565f03e42efacad8cfcd378968c62009 injection refactor	1	-1	 6622[0] commit[0] 568fc3de565f03e42efacad8cfcd378968c62009[0] injection[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6638 commit 9816cc14d2e4b6680dcdc0975d135cb41b1dbc92 partial ejb fixes/refactoring for seam 	6638 commit 9816cc14d2e4b6680dcdc0975d135cb41b1dbc92 partial ejb fixes/refactoring for seam	1	-1	 6638[0] commit[0] 9816cc14d2e4b6680dcdc0975d135cb41b1dbc92[0] partial[0] ejb[0] fixes/refactoring[0] for[0] seam[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6668 commit 719c48902d9944d7311eefe655f9581307c42204 ejb refactoring: 2.1/3.0 interfaces 	668 commit 719c48902d9944d7311eefe655f9581307c42204 ejb refactoring: 2.1/3.0 interfaces	1	-1	 6668/668[0] commit[0] 719c48902d9944d7311eefe655f9581307c42204[0] ejb[0] refactoring[0] 2[0] .1/3[0] .0[0] interfaces[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6778 commit 2083f45c8dce472de6475a2651fa2f09725787f7 quercus field ref refactor to use stringvalue 	6778 commit 2083f45c8dce472de6475a2651fa2f09725787f7 quercus field ref refactor to use stringvalue	1	-1	 6778[0] commit[0] 2083f45c8dce472de6475a2651fa2f09725787f7[0] quercus[0] field[0] ref[0] refactor[0] to[0] use[0] stringvalue[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6807 commit 82833de2d279bfbd4f139c63fade752d6a4f377e quercus regexp partial refactor 	6807 commit 82833de2d279bfbd4f139c63fade752d6a4f377e quercus regexp partial refactor	1	-1	 6807[0] commit[0] 82833de2d279bfbd4f139c63fade752d6a4f377e[0] quercus[0] regexp[0] partial[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8094 commit 5f5ff37b9ed28fe0766f20e1952a72d0c409f456 amber partial refactoring and jpa tck 	8094 commit 5f5ff37b9ed28fe0766f20e1952a72d0c409f456 amber partial refactoring and jpa tck	1	-1	 8094[0] commit[0] 5f5ff37b9ed28fe0766f20e1952a72d0c409f456[0] amber[0] partial[0] refactoring[0] and[0] jpa[0] tck[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8587 commit b50315879c647cb0721a7bb7608b8137eb5e9c51 partial server/cluster refactor 	8587 commit b50315879c647cb0721a7bb7608b8137eb5e9c51 partial server/cluster refactor	1	-1	 8587[0] commit[0] b50315879c647cb0721a7bb7608b8137eb5e9c51[0] partial[0] server/cluster[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8785 commit af3b679df162d15e2a0a108eddd8dadfd7810238 resin/php session - refactor and fixes 	8785 commit af3b679df162d15e2a0a108edd8dadfd7810238 resin/php session - refactor and fixes	1	-1	 8785[0] commit[0] af3b679df162d15e2a0a108eddd8dadfd7810238/af3b679df162d15e2a0a108edd8dadfd7810238[0] resin/php[0] session[0] refactor[0] and[0] fixes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8851 commit f6387971424f798232a68bd993fb8d9113de3693 quercus db code cleanup 	8851 commit f6387971424f798232a68bd993fb8d9113de3693 quercus db code cleanup	1	-1	 8851[0] commit[0] f6387971424f798232a68bd993fb8d9113de3693[0] quercus[0] db[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8858 commit 9935fb92f645706301c520e16c30f18ef89b0d7b quercus db code cleanup 	8858 commit 9935fb92f645706301c520e16c30f18ef89b0d7b quercus db code cleanup	1	-1	 8858[0] commit[0] 9935fb92f645706301c520e16c30f18ef89b0d7b[0] quercus[0] db[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8927 commit 70fd9188f714029cd790e103c8dd84023a486e89 quercus: i18n refactoring 	8927 commit 70fd9188f714029cd790e103c8dd84023a486e89 quercus: i18n refactoring	1	-1	 8927[0] commit[0] 70fd9188f714029cd790e103c8dd84023a486e89[0] quercus[0] i18n[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
