Rename Class	Translation	Positive	Negative	EmotionRationale
4169 commit eaf439dcd66dfd73139c6ba8afda072c370d46cc jbrules-2642 getting tests working for new updated parser.\n-initial refactor of xml parser to work with exprconstraintdescr 	4169 commit eaf439dcd66dfd73139c6ba8afda072c370d46c jbrules-2642 getting tests working for new updated parser.\n-initial refactor of xml parser to work with exprconstraintdescr	1	-1	 4169[0] commit[0] eaf439dcd66dfd73139c6ba8afda072c370d46cc/eaf439dcd66dfd73139c6ba8afda072c370d46c[0] jbrules[0] -2642[0] getting[0] tests[0] working[0] for[0] new[0] updated[0] parser[0] .\n[0] initial[0] refactor[0] of[0] xml[0] parser[0] to[0] work[0] with[0] exprconstraintdescr[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4170 commit a17b8e3c6e157e0f8280a1950bdd209bd059fa1d jbrules-2642 getting tests working for new updated parser.\n-initial refactor of xml parser to work with exprconstraintdescr 	4170 commit a17b8e3c6e157e0f8280a1950bdd209bd059fa1d jbrules-2642 getting tests working for new updated parser.\n-initial refactor of xml parser to work with exprconstraintdescr	1	-1	 4170[0] commit[0] a17b8e3c6e157e0f8280a1950bdd209bd059fa1d[0] jbrules[0] -2642[0] getting[0] tests[0] working[0] for[0] new[0] updated[0] parser[0] .\n[0] initial[0] refactor[0] of[0] xml[0] parser[0] to[0] work[0] with[0] exprconstraintdescr[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4212 commit 318b116667e631946d636d6f8d2f95c1bca198b9 jbrules-2642 getting tests working for new updated parser. -big refactor of javaconsequencebuilder rewrites to be mvel 'safe' 	4212 commit 318b11667e631946d636d6f8d2f95c1bca198b9 jbrules-2642 getting tests working for new updated parser.<br> -big refactor of javaconsequencebuilder rewrites to be mvel 'safe'	1	-1	 4212[0] commit[0] 318b116667e631946d636d6f8d2f95c1bca198b9/318b11667e631946d636d6f8d2f95c1bca198b9[0] jbrules[0] -2642[0] getting[0] tests[0] working[0] for[0] new[0] updated[0] parser[0] [[Sentence=-1,1=word max, 1-5]] big[0] refactor[0] of[0] javaconsequencebuilder[0] rewrites[0] to[0] be[0] mvel[0] 'safe'[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4516 commit 717c491f103981eb5637668ddd45eb413a9825a2 jpamanager to persistencecontext refactor 	4516 commit 717c491f103981eb5637668dd45eb413a9825a2 jpamanager to persistencecontext refactor	1	-1	 4516[0] commit[0] 717c491f103981eb5637668ddd45eb413a9825a2/717c491f103981eb5637668dd45eb413a9825a2[0] jpamanager[0] to[0] persistencecontext[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
4639 commit 98e0f472c7a2812cdd10803fc29b927a7938bff5 jpamanager to persistencecontext refactor 	4639 commit 98e0f472c7a2812cdd10803fc29b927a7938bff5 jpamanager to persistencecontext refactor	1	-1	 4639[0] commit[0] 98e0f472c7a2812cdd10803fc29b927a7938bff5[0] jpamanager[0] to[0] persistencecontext[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
5854 commit b5b86a8ed79870ed7ea9da9a28f5c23b99b3521f jbrules-1993 batchexeution and message format -some refactoring to better names, like batchexecutor is now just commandexecutor 	5854 commit b5b86a8ed79870ed7ea9da9a28f5c23b99b3521f jbrules-1993 batchexeution and message format -some refactoring to better names, like batchexecutor is now just commandexecutor	1	-1	 5854[0] commit[0] b5b86a8ed79870ed7ea9da9a28f5c23b99b3521f[0] jbrules[0] -1993[0] batchexeution[0] and[0] message[0] format[0] some[0] refactoring[0] to[0] better[0] names[0] like[0] batchexecutor[0] is[0] now[0] just[0] commandexecutor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6088 commit d32fa65cc7a2f0dc09fa1ce65f25336353cf7c31 jbrules-1903 pipeline support for dataloaders and feeders -refactored all transformation examples to use the pipelines, as dataloaders no longer exist 	6088 commit d32fa65cc7a2f0dc09fa1ce65f25336353cf7c31 jbrules-1903 pipeline support for dataloaders and feeders -refactored all transformation examples to use the pipelines, as dataloaders no longer exist	1	-1	 6088[0] commit[0] d32fa65cc7a2f0dc09fa1ce65f25336353cf7c31[0] jbrules[0] -1903[0] pipeline[0] support[0] for[0] dataloaders[0] and[0] feeders[0] refactored[0] all[0] transformation[0] examples[0] to[0] use[0] the[0] pipelines[0] as[0] dataloaders[0] no[0] longer[0] exist[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6449 commit ec7629ddb0ee0caf6bd3d9653feb605bee4536c5 jbrules-1738 support xaresource transactions and generic save points jbrules-1739 in-memory xaresource -some refactoring to add a persistencemanager and rename the package from transaction to persistence 	6449 commit ec7629ddb0ee0caf6bd3d9653feb605bee4536c5 jbrules-1738 support xaresource transactions and generic save points jbrules-1739 in-memory xaresource -some refactoring to add a persistencemanager and rename the package from transaction to persistence	2	-1	 6449[0] commit[0] ec7629ddb0ee0caf6bd3d9653feb605bee4536c5[0] jbrules[0] -1738[0] support[0] xaresource[0] transactions[0] and[0] generic[0] save[1] points[0] jbrules[0] -1739[0] in[0] memory[0] xaresource[0] some[0] refactoring[0] to[0] add[0] a[0] persistencemanager[0] and[0] rename[0] the[0] package[0] from[0] transaction[0] to[0] persistence[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
6715 commit 4bde70dd3aebb235cc21b19f4ee3fbae50a519bc jbrules-1625 create scheduler api with jdk implementation -basic refactoring for for timerservice, instead of scheduler 	6715 commit 4bde70dd3aebb235cc21b19f4ee3fbae50a519bc jbrules-1625 create scheduler api with jdk implementation -basic refactoring for for timerservice, instead of scheduler	1	-1	 6715[0] commit[0] 4bde70dd3aebb235cc21b19f4ee3fbae50a519bc[0] jbrules[0] -1625[0] create[0] scheduler[0] api[0] with[0] jdk[0] implementation[0] basic[0] refactoring[0] for[0] for[0] timerservice[0] instead[0] of[0] scheduler[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6716 commit 6352faca8cd839bdc7f335dbbecc217d22c5d4e0 jbrules-1625 create scheduler api with jdk implementation -basic refactoring for for timerservice, instead of scheduler 	6716 commit 6352faca8cd839bdc7f335dbbecc217d22c5d4e0 jbrules-1625 create scheduler api with jdk implementation -basic refactoring for for timerservice, instead of scheduler	1	-1	 6716[0] commit[0] 6352faca8cd839bdc7f335dbbecc217d22c5d4e0[0] jbrules[0] -1625[0] create[0] scheduler[0] api[0] with[0] jdk[0] implementation[0] basic[0] refactoring[0] for[0] for[0] timerservice[0] instead[0] of[0] scheduler[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6718 commit 0d83d1b2ee658b71668c8465a2e6af70968b29b0 jbrules-1625 create scheduler api with jdk implementation -basic refactoring for for timerservice, instead of scheduler 	6718 commit 0d83d1b2ee658b71668c8465a2e6af70968b29b0 jbrules-1625 create scheduler api with jdk implementation -basic refactoring for for timerservice, instead of scheduler	1	-1	 6718[0] commit[0] 0d83d1b2ee658b71668c8465a2e6af70968b29b0[0] jbrules[0] -1625[0] create[0] scheduler[0] api[0] with[0] jdk[0] implementation[0] basic[0] refactoring[0] for[0] for[0] timerservice[0] instead[0] of[0] scheduler[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6719 commit 87e8f8eb0524f899efe78131f9c2bbf67ea28b3d jbrules-1625: refactoring scheduler api to unify it with cep clock api 	6719 commit 87e8f8eb0524f899efe78131f9c2bbf67ea28b3d jbrules-1625: refactoring scheduler api to unify it with cep clock api	1	-1	 6719[0] commit[0] 87e8f8eb0524f899efe78131f9c2bbf67ea28b3d[0] jbrules[0] -1625[0] refactoring[0] scheduler[0] api[0] to[0] unify[0] it[0] with[0] cep[0] clock[0] api[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6757 commit 9f8e1760016bd5ce43e1054539240e044f72fcb8 jbrules-1598 efficient workingmemory serialization with binary protocol -some refactoring tidyups on various class names 	6757 commit 9f8e1760016bd5ce43e1054539240e044f72fcb8 jbrules-1598 efficient workingmemory serialization with binary protocol -some refactoring tidyups on various class names	1	-1	 6757[0] commit[0] 9f8e1760016bd5ce43e1054539240e044f72fcb8[0] jbrules[0] -1598[0] efficient[0] workingmemory[0] serialization[0] with[0] binary[0] protocol[0] some[0] refactoring[0] tidyups[0] on[0] various[0] class[0] names[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6774 commit ad2093a2af458c44eb9c3a50136447e6066b027a refactoring extrators into read accessors and unifying the write accessors framework 	6774 commit ad2093a2af458c44eb9c3a50136447e6066b027a refactoring extrators into read accessors and unifying the write accessors framework	1	-1	 6774[0] commit[0] ad2093a2af458c44eb9c3a50136447e6066b027a[0] refactoring[0] extrators[0] into[0] read[0] accessors[0] and[0] unifying[0] the[0] write[0] accessors[0] framework[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6905 commit 49463978c3cf269f2768501cdb7aed9b9d2b9d9c jbrules-1520 righttuple merge for asymmetrical rete propagations -added mockrighttuplesink -refactored mocktuplesink to mocklefttuplesink 	6905 commit 49463978c3cf269f2768501cdb7aed9b9d2b9d9c jbrules-1520 righttuple merge for asymmetrical rete propagations -added mockrighttuplesink -refactored mocktuplesink to mocklefttuplesink	1	-1	 6905[0] commit[0] 49463978c3cf269f2768501cdb7aed9b9d2b9d9c[0] jbrules[0] -1520[0] righttuple[0] merge[0] for[0] asymmetrical[0] rete[0] propagations[0] added[0] mockrighttuplesink[0] refactored[0] mocktuplesink[0] to[0] mocklefttuplesink[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6935 commit 870e64d5c3614cc2648c64b9e2152f78ba0d62a6 jbrules-1520 righttuple merge for asynchronous rete propagations -mid refactor, bit of a mess, but wan't to be prepared in case eclipse refactoring screws up. 	6935 commit 870e64d5c3614cc2648c64b9e2152f78ba0d62a6 jbrules-1520 righttuple merge for asynchronous rete propagations -mid refactor, bit of a mess, but wan't to be prepared in case eclipse refactoring screws up.	1	-1	 6935[0] commit[0] 870e64d5c3614cc2648c64b9e2152f78ba0d62a6[0] jbrules[0] -1520[0] righttuple[0] merge[0] for[0] asynchronous[0] rete[0] propagations[0] mid[0] refactor[0] bit[0] of[0] a[0] mess[0] but[0] wan't[0] to[0] be[0] prepared[0] in[0] case[0] eclipse[0] refactoring[0] screws[0] up[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6937 commit a0f5a537eaa67675f04af72f251efb7f062c74f2 jbrules-1520 righttuple merge for asynchronous rete propagations -mid refactor, bit of a mess, but wan't to be prepared in case eclipse refactoring screws up. 	6937 commit a0f5a537ea67675f04af72f251efb7f062c74f2 jbrules-1520 righttuple merge for asynchronous rete propagations -mid refactor, bit of a mess, but wan't to be prepared in case eclipse refactoring screws up.	1	-1	 6937[0] commit[0] a0f5a537eaa67675f04af72f251efb7f062c74f2/a0f5a537ea67675f04af72f251efb7f062c74f2[0] jbrules[0] -1520[0] righttuple[0] merge[0] for[0] asynchronous[0] rete[0] propagations[0] mid[0] refactor[0] bit[0] of[0] a[0] mess[0] but[0] wan't[0] to[0] be[0] prepared[0] in[0] case[0] eclipse[0] refactoring[0] screws[0] up[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7127 commit 2eba96ce76a4612ca94750f553c1748b4eb996c9 jbrules-720 clips parser -refactoring to use new framework version -renamed from clp to clips 	7127 commit 2eba96ce76a4612ca94750f553c1748b4eb996c9 jbrules-720 clips parser -refactoring to use new framework version -renamed from clp to clips	1	-1	 7127[0] commit[0] 2eba96ce76a4612ca94750f553c1748b4eb996c9[0] jbrules[0] -720[0] clips[0] parser[0] refactoring[0] to[0] use[0] new[0] framework[0] version[0] renamed[0] from[0] clp[0] to[0] clips[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7159 commit d436a0906e9ba253c4caba170f9f8decfb21ed46 jbrules-1408: refactoring of ruleflow to act as a pluggable process engine 	7159 commit d436a0906e9ba253c4caba170f9f8decfb21ed46 jbrules-1408: refactoring of ruleflow to act as a pluggable process engine	1	-1	 7159[0] commit[0] d436a0906e9ba253c4caba170f9f8decfb21ed46[0] jbrules[0] -1408[0] refactoring[0] of[0] ruleflow[0] to[0] act[0] as[0] a[0] pluggable[0] process[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7268 commit bb94d1beb85384a8acf9f943a6356c800eb3a9f9 jbrules-1197 extends actions support to include other dialects and callback -i'm updating packagebuilder to be able to handle actions. it's still very messy, but all unit tests are currently passing. so i'm committing now, before i start on more major refactorings. 	7268 commit bb94d1beb85384a8acf9f943a6356c800eb3a9f9 jbrules-1197 extends actions support to include other dialects and callback -i'm updating packagebuilder to be able to handle actions.<br> it's still very messy, but all unit tests are currently passing.<br> so i'm committing now, before i start on more major refactorings.	1	-1	 7268[0] commit[0] bb94d1beb85384a8acf9f943a6356c800eb3a9f9[0] jbrules[0] -1197[0] extends[0] actions[0] support[0] to[0] include[0] other[0] dialects[0] and[0] callback[0] i'm[0] updating[0] packagebuilder[0] to[0] be[0] able[0] to[0] handle[0] actions[0] [[Sentence=-1,1=word max, 1-5]] it's[0] still[0] very[0] messy[0] but[0] all[0] unit[0] tests[0] are[0] currently[0] passing[0] [[Sentence=-1,1=word max, 1-5]] so[0] i'm[0] committing[0] now[0] before[0] i[0] start[0] on[0] more[0] major[0] refactorings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7342 commit f4f1b438af513f89dee2a52540377099bed70e8e jbrules-1271 testing framework refactoring 	7342 commit f4f1b438af513f89dee2a52540377099bed70e8e jbrules-1271 testing framework refactoring	1	-1	 7342[0] commit[0] f4f1b438af513f89dee2a52540377099bed70e8e[0] jbrules[0] -1271[0] testing[0] framework[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7649 commit 17a3aa72cad6cb3e5ab5dfa9a69a9c571fcd1bc3 reports from missing ranges. a lot of package and code refactoring, cutting things to pieces. 	7649 commit 17a3a72cad6cb3e5ab5dfa9a69a9c571fcd1bc3 reports from missing ranges.<br> a lot of package and code refactoring, cutting things to pieces.	1	-1	 7649[0] commit[0] 17a3aa72cad6cb3e5ab5dfa9a69a9c571fcd1bc3/17a3a72cad6cb3e5ab5dfa9a69a9c571fcd1bc3[0] reports[0] from[0] missing[0] ranges[0] [[Sentence=-1,1=word max, 1-5]] a[0] lot[0] of[0] package[0] and[0] code[0] refactoring[0] cutting[0] things[0] to[0] pieces[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8478 commit 7af0694e0e0e0ea4a1488b4ebea44f933a065574 jbrules-816 refactor column to be pattern 	8478 commit 7af0694e0e0e0ea4a1488b4ebea44f933a065574 jbrules-816 refactor column to be pattern	1	-1	 8478[0] commit[0] 7af0694e0e0e0ea4a1488b4ebea44f933a065574[0] jbrules[0] -816[0] refactor[0] column[0] to[0] be[0] pattern[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8581 commit 987a787c63574cd97ce16a4098a34d7debb77d41 jbrules-720 clips parser -working on creaet , not yet finished -in the middle of a broken refactor 	8581 commit 987a787c63574cd97ce16a4098a34d7debb77d41 jbrules-720 clips parser -working on creaet , not yet finished -in the middle of a broken refactor	1	-2	 8581[0] commit[0] 987a787c63574cd97ce16a4098a34d7debb77d41[0] jbrules[0] -720[0] clips[0] parser[0] working[0] on[0] creaet[0] not[0] yet[0] finished[0] in[0] the[0] middle[0] of[0] a[0] broken[-1] refactor[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
8858 commit ee6a724979f5eb9463fb643fd167406d7ae3fbe0 jbrules-218: refactoring reteoo builder 	8858 commit ee6a724979f5eb9463fb643fd167406d7ae3fbe0 jbrules-218: refactoring reteoo builder	1	-1	 8858[0] commit[0] ee6a724979f5eb9463fb643fd167406d7ae3fbe0[0] jbrules[0] -218[0] refactoring[0] reteoo[0] builder[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9197 commit 53a60235e43d335e1524092cd2701c897ffd6422 jbrules-484 refactor the core reteoo code for sinle and composite propagations -betanode now uses single and composite tuplematchfactories 	9197 commit 53a60235e43d335e1524092cd2701c897ffd6422 jbrules-484 refactor the core reteoo code for sinle and composite propagations -betanode now uses single and composite tuplematchfactories	1	-1	 9197[0] commit[0] 53a60235e43d335e1524092cd2701c897ffd6422[0] jbrules[0] -484[0] refactor[0] the[0] core[0] reteoo[0] code[0] for[0] sinle[0] and[0] composite[0] propagations[0] betanode[0] now[0] uses[0] single[0] and[0] composite[0] tuplematchfactories[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9215 commit e4472edff90210107126edb619beca2f26378eaf jbrules-484 refactor the core reteoo code for sinle and composite propagations -code now compiles and manners runs, just incorrectly -also includes the alpha node hashing rewrite. 	9215 commit e4472edff90210107126edb619beca2f26378eaf jbrules-484 refactor the core reteoo code for sinle and composite propagations -code now compiles and manners runs, just incorrectly -also includes the alpha node hashing rewrite.	1	-1	 9215[0] commit[0] e4472edff90210107126edb619beca2f26378eaf[0] jbrules[0] -484[0] refactor[0] the[0] core[0] reteoo[0] code[0] for[0] sinle[0] and[0] composite[0] propagations[0] code[0] now[0] compiles[0] and[0] manners[0] runs[0] just[0] incorrectly[0] also[0] includes[0] the[0] alpha[0] node[0] hashing[0] rewrite[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
