Rename Method	Translation	Positive	Negative	EmotionRationale
4997 commit fe94855e0bf8df0c3d9902138c3bc0137247fbb0 some refactoring and cleanup. still some dependencies i do not like, with the card instances in particular dependent on resources. will continue to try to clean this up later. 	4997 commit fe94855e0bf8df0c3d9902138c3bc0137247fbb0 some refactoring and cleanup.<br> still some dependencies i do not like, with the card instances in particular dependent on resources.<br> will continue to try to clean this up later.	1	-2	 4997[0] commit[0] fe94855e0bf8df0c3d9902138c3bc0137247fbb0[0] some[0] refactoring[0] and[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]] still[0] some[0] dependencies[0] i[0] do[0] not[0] like[0] with[0] the[0] card[0] instances[0] in[0] particular[0] dependent[-1] on[0] resources[0] [[Sentence=-2,1=word max, 1-5]] will[0] continue[0] to[0] try[0] to[0] clean[0] this[0] up[0] later[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
5274 commit 32a41a1ce0f34f2969874bfc5616d1549461d74b refactoring "unique charm types" to place them in a dedicated charmtree in both character view and cascades. to be used with lunar knacks and (eventually) sidereal greater astrology. 	5274 commit 32a41a1ce0f34f2969874bfc5616d1549461d74b refactoring "unique charm types" to place them in a dedicated charmtree in both character view and cascades.<br> to be used with lunar knacks and (eventually) sidereal greater astrology.	2	-1	 5274[0] commit[0] 32a41a1ce0f34f2969874bfc5616d1549461d74b[0] refactoring[0] unique[0] charm[1] types[0] to[0] place[0] them[0] in[0] a[0] dedicated[0] charmtree[1] in[0] both[0] character[0] view[0] and[0] cascades[0] [[Sentence=-1,2=word max, 1-5]] to[0] be[0] used[0] with[0] lunar[0] knacks[0] and[0] eventually[0] sidereal[0] greater[0] astrology[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
6334 commit fc9f99958c9b4f8b7fd86a03983d80120996688f significantly refactored the reporting code to use the new utility functions more heavily. also integrated the personal info box into the standard framework. to pull this off, i was forced to change an internal interface to box encoders, which propagated through much of the codebase. i used eclipse's automation wherever possible to guarantee minimal impact on code's functionality. lastly, continued code cleanup; we now compile with no warnings. 	6334 commit fc9f9958c9b4f8b7fd86a03983d80120996688f significantly refactored the reporting code to use the new utility functions more heavily.<br> also integrated the personal info box into the standard framework.<br> to pull this off, i was forced to change an internal interface to box encoders, which propagated through much of the codebase.<br> i used eclipse's automation wherever possible to guarantee minimal impact on code's functionality.<br> lastly, continued code cleanup; we now compile with no warnings.	1	-1	 6334[0] commit[0] fc9f99958c9b4f8b7fd86a03983d80120996688f/fc9f9958c9b4f8b7fd86a03983d80120996688f[0] significantly[0] refactored[0] the[0] reporting[0] code[0] to[0] use[0] the[0] new[0] utility[0] functions[0] more[0] heavily[0] [[Sentence=-1,1=word max, 1-5]] also[0] integrated[0] the[0] personal[0] info[0] box[0] into[0] the[0] standard[0] framework[0] [[Sentence=-1,1=word max, 1-5]] to[0] pull[0] this[0] off[0] i[0] was[0] forced[0] to[0] change[0] an[0] internal[0] interface[0] to[0] box[0] encoders[0] which[0] propagated[0] through[0] much[0] of[0] the[0] codebase[0] [[Sentence=-1,1=word max, 1-5]] i[0] used[0] eclipse's[0] automation[0] wherever[0] possible[0] to[0] guarantee[0] minimal[0] impact[0] on[0] code's[0] functionality[0] [[Sentence=-1,1=word max, 1-5]] lastly[0] continued[0] code[0] cleanup[0] we[0] now[0] compile[0] with[0] no[0] warnings[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
6555 commit eaed9d95e8dd378cdd050e32ced9ccb26707a5cc refactoring the way some of the print encoders are handled to be slightly more generic. necessary for lunars, may be helpful elsewhere. wrapping up character sheet... should be just about done. refactoring the way casteless are handled; easier to do them in the code the same way dreams set are handled. this fixes a crash that had slipped under the radar and is probably cleaner anyway. 	655 commit eaed9d95e8dd378cdd050e32ced9ccb26707a5c refactoring the way some of the print encoders are handled to be slightly more generic.<br> necessary for lunars, may be helpful elsewhere.<br> wrapping up character sheet.<br> should be just about done.<br> refactoring the way casteless are handled; easier to do them in the code the same way dreams set are handled.<br> this fixes a crash that had slipped under the radar and is probably cleaner anyway.	2	-1	 6555/655[0] commit[0] eaed9d95e8dd378cdd050e32ced9ccb26707a5cc/eaed9d95e8dd378cdd050e32ced9ccb26707a5c[0] refactoring[0] the[0] way[0] some[0] of[0] the[0] print[0] encoders[0] are[0] handled[0] to[0] be[0] slightly[0] more[0] generic[0] [[Sentence=-1,1=word max, 1-5]] necessary[0] for[0] lunars[0] may[0] be[0] helpful[1] elsewhere[0] [[Sentence=-1,2=word max, 1-5]] wrapping[0] up[0] character[0] sheet[0] [[Sentence=-1,1=word max, 1-5]] should[0] be[0] just[0] about[0] done[0] [[Sentence=-1,1=word max, 1-5]] refactoring[0] the[0] way[0] casteless[0] are[0] handled[0] easier[0] to[0] do[0] them[0] in[0] the[0] code[0] the[0] same[0] way[0] dreams[0] set[0] are[0] handled[0] [[Sentence=-1,1=word max, 1-5]] this[0] fixes[0] a[0] crash[0] that[0] had[0] slipped[0] under[0] the[0] radar[0] and[0] is[0] probably[0] cleaner[0] anyway[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
7031 commit 5e17a8c822dacd0d9dafc84a4562fd65f4084d40 rename method 	7031 commit 5e17a8c822dacd0d9dafc84a4562fd65f4084d40 rename method	1	-1	 7031[0] commit[0] 5e17a8c822dacd0d9dafc84a4562fd65f4084d40[0] rename[0] method[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
7070 commit 997ea04a3a3bade8df3eee47c18065fae0d25233 refactored cursor handling to less distributed calls. 	7070 commit 997ea04a3a3bade8df3ee47c18065fae0d25233 refactored cursor handling to less distributed calls.	1	-1	 7070[0] commit[0] 997ea04a3a3bade8df3eee47c18065fae0d25233/997ea04a3a3bade8df3ee47c18065fae0d25233[0] refactored[0] cursor[0] handling[0] to[0] less[0] distributed[0] calls[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8107 commit 45661f85cfc70a70335758f7e31dd0916fb2e72e finally refactored virtue flaw persistence to eliminate warnings 	8107 commit 45661f85cfc70a70335758f7e31dd0916fb2e72e finally refactored virtue flaw persistence to eliminate warnings	3	-2	 8107[0] commit[0] 45661f85cfc70a70335758f7e31dd0916fb2e72e[0] finally[0] refactored[0] virtue[2] flaw[-1] persistence[0] to[0] eliminate[0] warnings[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
8986 commit 36158a5e587fb278ccd8f32f9628586ad5650fdc code cleanup 	8986 commit 36158a5e587fb278ccd8f32f9628586ad5650fdc code cleanup	1	-1	 8986[0] commit[0] 36158a5e587fb278ccd8f32f9628586ad5650fdc[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9180 commit df44bcab03eb62a8506a9ee27b7d3f8b3f682dd2 code cleanup 	9180 commit df44bcab03eb62a8506a9ee27b7d3f8b3f682dd2 code cleanup	1	-1	 9180[0] commit[0] df44bcab03eb62a8506a9ee27b7d3f8b3f682dd2[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9653 commit e682f981fd56c62e61e1ffbfd7faa5808145cb95 rename method 	9653 commit e682f981fd56c62e61e1ffbfd7fa5808145cb95 rename method	1	-1	 9653[0] commit[0] e682f981fd56c62e61e1ffbfd7faa5808145cb95/e682f981fd56c62e61e1ffbfd7fa5808145cb95[0] rename[0] method[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9941 commit da62b53164a8757439f14756b09f62129482d212 rename method 	9941 commit da62b53164a8757439f14756b09f62129482d212 rename method	1	-1	 9941[0] commit[0] da62b53164a8757439f14756b09f62129482d212[0] rename[0] method[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10000 commit 9e0c8cffc2cda29d1444a4ae253c624edd0afe43 abstractitemview uses stringvaluecontrol & rename method 	100 commit 9e0c8cffc2cda29d144a4ae253c624edd0afe43 abstractitemview uses stringvaluecontrol & rename method	2	-1	 10000/100[0][+0.6 MultipleLetters] commit[0] 9e0c8cffc2cda29d1444a4ae253c624edd0afe43/9e0c8cffc2cda29d144a4ae253c624edd0afe43[0] abstractitemview[0] uses[0] stringvaluecontrol[0] &[0] rename[0] method[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
10230 commit f320544892856247d92853d2e73647db2fc46d5e code cleanup 	10230 commit f320544892856247d92853d2e73647db2fc46d5e code cleanup	1	-1	 10230[0] commit[0] f320544892856247d92853d2e73647db2fc46d5e[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10375 commit c667a3610f112a878f78806af28cebe755540ca9 code cleanup 	10375 commit c667a3610f112a878f78806af28cebe75540ca9 code cleanup	1	-1	 10375[0] commit[0] c667a3610f112a878f78806af28cebe755540ca9/c667a3610f112a878f78806af28cebe75540ca9[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10379 commit eca9db711810d31f4b2d73ee6f7ab8b272c8b027 code cleanup 	10379 commit eca9db711810d31f4b2d73ee6f7ab8b272c8b027 code cleanup	1	-1	 10379[0] commit[0] eca9db711810d31f4b2d73ee6f7ab8b272c8b027[0] code[0] cleanup[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
